timestamp,nifty50_price
2026-08-04T16:53:49.959746,
2026-08-04T16:54:50.463090,
2026-08-04T16:55:51.407431,
2026-08-04T16:56:52.122596,
2026-08-04T16:57:52.919530,
2026-08-04T16:58:53.536015,
2026-08-04T16:59:54.345749,
2026-08-04T17:00:55.048141,
2026-08-04T17:01:56.669042,
2026-08-04T17:02:57.403297,
2026-08-04T17:03:58.129124,
2026-08-04T17:04:58.900934,
2026-08-04T17:05:59.492844,
2026-08-04T17:07:00.067805,
2026-08-04T17:08:00.967640,
2026-08-04T17:09:01.517461,
2026-08-04T17:09:30.068267,
