SYMBOL,full_pct_change_2026-08-06,top_gainers_2026-08-06,top_losers_2026-08-06,CURRENT_UP_STREAK
CURAA,4.31,,,0
CURIS,-2.73,,,0
CURRENT,3.47,,,0
CYBERMEDIA,1.69,,,0
CYBERTECH,-0.6,,,0
CYIENT,-1.12,,,0
CYIENTDLM,-0.35,,,0
DABUR,-0.65,,,0
DAICHI,1.07,,,0
DALBHARAT,-0.85,,,0
DALMIASUG,0.64,,,0
DAMCAPITAL,0.67,,,0
DAMODARIND,1.6,,,0
DANGEE,-1.34,,,0
DANISH,-0.1,,,0
DATAMATICS,-2.72,,,0
DATAPATTNS,-1.21,,,0
DAVANGERE,-0.96,,,0
DBCORP,0.22,,,0
DBEIL,-0.14,,,0
DBL,-0.7,,,0
DBOL,-1.2,,,0
DBREALTY,-0.27,,,0
DBSTOCKBRO,-2.48,,,0
DCAL,-0.39,,,0
DCBBANK,3.07,,,0
DCG,-0.45,,,0
DCI,0.2,,,0
DCM,-0.45,,,0
DCMFINSERV,3.54,,,0
DCMNVL,2.56,,,0
DCMSHRIRAM,0.04,,,0
DCMSIL,5.0,,,0
DCMSRIND,-2.15,,,0
DCW,0.28,,,0
DCXINDIA,0.93,,,0
DDEVPLSTIK,7.7,,,0
DECCANCE,1.23,,,0
DECNGOLD,13.26,13.26,,0
DEEDEV,-2.14,,,0
DEEPAKFERT,-2.22,,,0
DEEPAKNTR,0.79,,,0
DEEPINDS,-2.58,,,0
DEFENCE,2.42,,,0
DELAPLEX,-0.11,,,0
DELHIVERY,-1.41,,,0
DELPHIFX,-2.32,,,0
DELTACORP,-0.11,,,0
DELTAMAGNT,2.26,,,0
DELTIC,3.27,,,0
DEN,-0.29,,,0
DENEERS,1.59,,,0
DENORA,-1.73,,,0
DENTA,-4.34,,,0
DENTALKART,1.49,,,0
DEVIT,-0.26,,,0
DEVX,0.29,,,0
DEVYANI,-0.98,,,0
DGCONTENT,-3.15,,,0
DHAMPURSUG,0.07,,,0
DHANBANK,0.12,,,0
DHANLAXMI,-4.99,,,0
DHANUKA,2.1,,,0
DHARAN,0.0,,,0
DHARIWAL,9.93,,,0
DHARMAJ,-2.0,,,0
DHRUV,-2.68,,,0
DHTL,0.0,,,0
DHUNINV,3.07,,,0
DIACABS,5.0,,,0
DIAMINESQ,1.58,,,0
DIAMONDYD,-0.68,,,0
DICIND,1.61,,,0
DIFFNKG,4.64,,,0
DIGIDRIVE,-2.86,,,0
DIGIKORE,-7.66,,-7.66,0
DIGISPICE,1.3,,,0
DIGITIDE,-0.16,,,0
DIGJAMLMTD,0.39,,,0
DIRL,-2.76,,,0
DISAQ,-3.52,,,0
DISHTV,-1.78,,,0
DIVGIITTS,-1.36,,,0
DIVIDEND,-0.74,,,0
DIVINEHIRA,0.74,,,0
DIVISLAB,-0.46,,,0
DIVOPPBEES,-0.24,,,0
DIVYADHAN,-1.92,,,0
DIXON,-0.77,,,0
DJML,5.45,,,0
DLF,-1.09,,,0
DLINKINDIA,-0.83,,,0
DMART,-0.38,,,0
DMCC,-2.02,,,0
DNAMEDIA,-1.08,,,0
DODLA,0.09,,,0
DOLATALGO,-0.46,,,0
DOLLAR,3.47,,,0
DOLLEX,0.0,,,0
DOLPHIN,0.88,,,0
DOMS,0.03,,,0
DONEAR,-0.54,,,0
DPABHUSHAN,-2.43,,,0
DPEL,-2.89,,,0
DPSCLTD,0.13,,,0
DPWIRES,0.05,,,0
DRAGARWQ,1.08,,,0
DRCSYSTEMS,3.15,,,0
DREAMFOLKS,2.17,,,0
DREDGECORP,-2.53,,,0
DRONE,-1.25,,,0
DRREDDY,-0.43,,,0
DSFCL,-1.54,,,0
DSKULKARNI,4.92,,,0
DSSL,-0.31,,,0
DTIL,-0.39,,,0
DUCOL,-7.63,,-7.63,0
DUCON,3.7,,,0
DUGLOBAL,0.87,,,0
DURLAX,-3.36,,,0
DVL,3.41,,,0
DWARKESH,0.15,,,0
DYCL,-0.15,,,0
DYNAMATECH,3.73,,,0
DYNAMIC,-0.72,,,0
DYNPRO,-0.34,,,0
E2E,1.18,,,0
E2ERAIL,-1.33,,,0
EASEMYTRIP,0.76,,,0
EASTSILK,-2.07,,,0
EBANK10,0.59,,,0
EBANKNIFTY,-0.29,,,0
EBBETF0430,-0.2,,,0
EBBETF0431,-0.08,,,0
EBBETF0433,0.22,,,0
EBGNG,-0.66,,,0
ECAPINSURE,-0.29,,,0
ECLERX,-2.37,,,0
ECOLINE,2.16,,,0
ECOSMOBLTY,-1.18,,,0
EDELWEISS,2.87,,,0
EEPL,19.93,19.93,,0
EFACTOR,-0.54,,,0
EFCIL,-0.73,,,0
EFFWA,-0.46,,,0
EGOLD,2.49,,,0
EICHERMOT,-0.24,,,0
EIDPARRY,-1.62,,,0
EIEL,-1.17,,,0
EIFFL,-4.98,,,0
EIHAHOTELS,0.42,,,0
EIHOTEL,-0.72,,,0
EIMCOELECO,-0.14,,,0
EKC,1.94,,,0
ELANTAS,4.47,,,0
ELCIDIN,-0.41,,,0
ELDEHSG,-7.18,,,0
ELECON,3.48,,,0
ELECTCAST,0.38,,,0
ELECTHERM,-0.01,,,0
ELGIEQUIP,0.88,,,0
ELGIRUBCO,-2.87,,,0
ELGNZ,-4.01,,,0
ELIN,0.27,,,0
ELIQUID,0.01,,,0
ELITECON,-2.16,,,0
ELLEN,0.12,,,0
ELM250,1.56,,,0
ELMDIV,-0.35,,,0
ELPROINTL,-0.34,,,0
EMAMILTD,1.65,,,0
EMAMIPAP,0.16,,,0
EMAMIREAL,-2.99,,,0
EMAPARTNER,-3.74,,,0
EMBASSY,0.94,,,0
EMBDL,-0.67,,,0
EMCURE,-1.14,,,0
EMETAL,0.08,,,0
EMIL,1.5,,,0
EMKAY,-2.58,,,0
EMKAYTOOLS,0.38,,,0
EMMBI,-1.16,,,0
EMMIL,2.23,,,0
EMMVEE,1.09,,,0
EMPOWER,-4.85,,,0
EMSLIMITED,-0.17,,,0
EMUDHRA,3.32,,,0
EMULTIMQ,-0.12,,,0
ENCOMPAS,1.67,,,0
ENDURANCE,-0.54,,,0
ENERGY,-0.15,,,0
ENERGYDEV,0.6,,,0
ENEXT50,0.0,,,0
ENFUSE,0.0,,,0
ENGINERSIN,0.88,,,0
ENIFTY,0.52,,,0
ENIL,-2.52,,,0
ENRIN,-1.14,,,0
ENSER,2.56,,,0
ENTERO,-1.29,,,0
ENVIRO,-1.42,,,0
EPACK,-0.85,,,0
EPACKPEB,-2.89,,,0
EPIGRAL,-2.09,,,0
EPL,-0.39,,,0
EPWINDIA,-2.74,,,0
EQUAL200,-0.14,,,0
EQUAL50,-0.09,,,0
EQUAL50ADD,0.01,,,0
EQUIPPP,-2.42,,,0
EQUITASBNK,0.44,,,0
ERIS,0.57,,,0
ESABINDIA,-0.53,,,0
ESAFSFB,1.97,,,0
ESCONET,-2.45,,,0
ESCORTS,-0.27,,,0
ESENSEX,0.91,,,0
ESFL,2.18,,,0
ESG,0.26,,,0
ESILVER,0.52,,,0
ESPRIT,2.98,,,0
ESSARSHPNG,-1.19,,,0
ESSENTIA,-2.38,,,0
ESTER,-0.23,,,0
ETERNAL,1.9,,,0
ETHOSLTD,-0.35,,,0
ETML,2.63,,,0
EUREKAFORB,-2.78,,,0
EUROBOND,-0.23,,,0
EUROPRATIK,-0.83,,,0
EUROTEXIND,1.94,,,0
EVEREADY,-0.76,,,0
EVERESTIND,1.51,,,0
EVIETF,-0.88,,,0
EVINDIA,-0.15,,,0
EXCELINDUS,-1.16,,,0
EXCELLENT,0.98,,,0
EXCELSOFT,-1.02,,,0
EXICOM,1.81,,,0
EXIDEIND,1.55,,,0
EXIMROUTES,0.0,,,0
EXPLEOSOL,1.15,,,0
EXXARO,1.62,,,0
FABTECH,-1.07,,,0
FACT,0.3,,,0
FAIRCHEMOR,-2.0,,,0
FALCONTECH,-0.41,,,0
FAZE3Q,-1.88,,,0
FCL,8.02,,,0
FCSSOFT,-0.68,,,0
FDC,-4.53,,,0
FEDDERSHOL,0.14,,,0
FEDERALBNK,-0.81,,,0
FEDFINA,2.16,,,0
FEL,0.0,,,0
FELDVR,-4.9,,,0
FELIX,-1.71,,,0
FERMENTA,0.27,,,0
FIBERWEB,-1.75,,,0
FICRF3GP,8.04,,,0
FIDEL,2.93,,,0
FIEMIND,-0.74,,,0
FILATEX,0.55,,,0
FILATFASH,0.0,,,0
FINBUD,-0.32,,,0
FINCABLES,3.13,,,0
FINEORG,0.98,,,0
FINIETF,-0.44,,,0
FINKURVE,0.25,,,0
FINOPB,-1.11,,,0
FINPIPE,2.49,,,0
FIRSTCRY,-0.66,,,0
FISCHER,-0.58,,,0
FIVESTAR,1.01,,,0
FLAIR,-0.61,,,0
FLEXIADD,-0.58,,,0
FLEXITUFF,-3.4,,,0
FLFL,-1.64,,,0
FLUOROCHEM,1.11,,,0
FLYSBS,-0.19,,,0
FMCGADD,0.96,,,0
FMCGIETF,-0.21,,,0
FMGOETZE,-0.2,,,0
FMNL,-1.16,,,0
FOCE,2.78,,,0
FOCUS,1.43,,,0
FONEBOX,5.0,,,0
FOODSIN,-0.77,,,0
FORCAS,0.14,,,0
FORCEMOT,0.82,,,0
FORGEAUTO,4.98,,,0
FORTIS,-0.54,,,0
FOSECOIND,1.17,,,0
FRACTAL,1.18,,,0
FRESHARA,-3.49,,,0
FROG,0.5,,,0
FRONTSP,0.31,,,0
FSL,-13.4,,-13.4,0
FUSION,2.51,,,0
FWSTC,-4.9,,,0
GABRIEL,-3.52,,,0
GAEL,1.65,,,0
GAIL,-0.32,,,0
GALAPREC,3.35,,,0
GALAXYSURF,-1.27,,,0
GALLANTT,-1.39,,,0
GANDHAR,4.99,,,0
GANDHITUBE,-0.42,,,0
GANECOS,-1.73,,,0
GANESHBE,-0.79,,,0
GANESHCP,-4.15,,,0
GANESHHOU,-2.17,,,0
GANESHIN,4.9,,,0
GANGABATH,3.1,,,0
GANGAFORGE,4.12,,,0
GANGESSECU,-1.67,,,0
GARFIBRES,5.2,,,0
GARUDA,2.29,,,0
GATECH,3.23,,,0
GATECHDVR,2.04,,,0
GATEWAY,1.57,,,0
GAUDIUMIVF,2.0,,,0
GAYAHWS,2.06,,,0
GAYAPROJ,4.21,,,0
GCHOTELS,-3.36,,,0
GCSL,1.26,,,0
GEECEE,0.19,,,0
GEEKAYWIRE,0.99,,,0
GEMAROMA,-0.95,,,0
GENCON,-0.28,,,0
GENESYS,-30.33,,-30.33,0
GENSOL,-1.72,,,0
GENUSPAPER,-0.71,,,0
GENUSPOWER,-0.03,,,0
GENXAI,-3.38,,,0
GEOJITFSL,2.07,,,0
GESHIP,-3.69,,,0
GFLLIMITED,4.28,,,0
GGBL,-0.55,,,0
GHCL,-0.03,,,0
GHCLTEXTIL,4.38,,,0
GICHSGFIN,-0.16,,,0
GICL,3.11,,,0
GICRE,-0.22,,,0
GILLANDERS,-2.43,,,0
GILLETTE,0.08,,,0
GILT10BETA,0.6,,,0
GILT5BETA,2.36,,,0
GILT5YBEES,0.26,,,0
GINNIFILA,-2.73,,,0
GIPCL,-0.98,,,0
GIRIRAJ,-4.33,,,0
GJL,4.41,,,0
GKENERGY,-1.2,,,0
GKSL,-0.46,,,0
GKWLIMITED,-1.04,,,0
GLAND,2.48,,,0
GLAXO,0.38,,,0
GLENMARK,0.49,,,0
GLFL,-4.26,,,0
GLOBAL,-3.4,,,0
GLOBALE,1.31,,,0
GLOBALPET,1.31,,,0
GLOBALVECT,0.74,,,0
GLOBE,-0.98,,,0
GLOBECIVIL,1.33,,,0
GLOBUSSPR,1.37,,,0
GLOSTERLTD,0.68,,,0
GLOTTIS,0.63,,,0
GMBREW,-0.08,,,0
GMDCLTD,2.91,,,0
GML,4.62,,,0
GMMPFAUDLR,14.32,14.32,,0
GMRAIRPORT,-0.38,,,0
GMRP&UI,2.26,,,0
GNA,0.1,,,0
GNFC,0.86,,,0
GNRL,1.25,,,0
GOACARBON,-1.13,,,0
GOCLCORP,-0.44,,,0
GOCOLORS,1.11,,,0
GODAVARIB,-4.51,,,0
GODFRYPHLP,-1.51,,,0
GODIGIT,-3.67,,,0
GODREJAGRO,-3.69,,,0
GODREJCP,0.78,,,0
GODREJIND,-1.18,,,0
GODREJPROP,-0.81,,,0
GOKEX,-1.12,,,0
GOKUL,1.47,,,0
GOKULAGRO,-1.32,,,0
GOLD1,2.42,,,0
GOLD360,2.34,,,0
GOLDADD,2.44,,,0
GOLDAXIS,2.74,,,0
GOLDBEES,2.59,,,0
GOLDBETA,2.51,,,0
GOLDBND,2.21,,,0
GOLDCASE,2.55,,,0
GOLDENTOBC,-3.65,,,0
GOLDETF,2.4,,,0
GOLDIAM,3.87,,,0
GOLDIETF,2.56,,,0
GOLDSTAR,0.74,,,0
GOLDTECH,-1.01,,,0
GOODLUCK,2.44,,,0
GOODYEAR,-1.44,,,0
GOPAL,-0.24,,,0
GOYALALUM,-0.46,,,0
GOYALSALT,1.11,,,0
GPECO,-1.05,,,0
GPIL,-0.64,,,0
GPPL,-0.28,,,0
GPTHEALTH,0.2,,,0
GPTINFRA,0.63,,,0
GRADIENTE,1.13,,,0
GRANDOAK,4.77,,,0
GRANULES,-0.76,,,0
GRAPHISAD,0.0,,,0
GRAPHITE,1.82,,,0
GRASIM,-0.12,,,0
GRAUWEIL,0.67,,,0
GRAVISSHO,-5.06,,,0
GRAVITA,1.79,,,0
GRCL,-4.99,,,0
GREAVESCOT,2.87,,,0
GREENCHEF,-2.36,,,0
GREENLAM,2.42,,,0
GREENPANEL,1.44,,,0
GREENPLY,-2.2,,,0
GREENPOWER,-0.7,,,0
GRETEX,4.46,,,0
GRINDWELL,0.33,,,0
GRINFRA,-0.84,,,0
GRMOVER,-0.88,,,0
GROBTEA,0.07,,,0
GROWW,-1.46,,,0
GROWWCAPM,-0.45,,,0
GROWWCHEM,1.61,,,0
GROWWDEFNC,2.48,,,0
GROWWEV,-0.88,,,0
GROWWGOLD,2.48,,,0
GROWWHOSPI,-0.57,,,0
GROWWLIQID,0.02,,,0
GROWWLOVOL,-0.37,,,0
GROWWMC150,-1.11,,,0
GROWWMETAL,0.0,,,0
GROWWMOM50,-0.09,,,0
GROWWN200,-0.09,,,0
GROWWNET,0.58,,,0
GROWWNIFTY,0.3,,,0
GROWWNXT50,0.28,,,0
GROWWPOWER,-1.12,,,0
GROWWPSE,0.13,,,0
GROWWPSUBK,2.61,,,0
GROWWRAIL,0.07,,,0
GROWWRLTY,-1.29,,,0
GROWWSC250,0.47,,,0
GROWWSLVR,0.41,,,0
GRPLTD,3.28,,,0
GRSE,3.67,,,0
GRWRHITECH,-0.96,,,0
GSEC10ABSL,0.0,,,0
GSEC10IETF,0.75,,,0
GSEC10YEAR,-0.13,,,0
GSEC5IETF,0.56,,,0
GSFC,0.12,,,0
GSLSU,1.95,,,0
GSMFOILS,-4.98,,,0
GSPCROP,-0.16,,,0
GSS,-3.42,,,0
GSTL,-2.14,,,0
GTECJAINX,3.69,,,0
GTL,-0.94,,,0
GTLINFRA,-3.15,,,0
GTPL,-0.08,,,0
GUFICBIO,2.54,,,0
GUJALKALI,0.51,,,0
GUJAPOLLO,0.14,,,0
GUJENERGY,1.12,,,0
GUJRAFFIA,-0.03,,,0
GUJTHEM,1.67,,,0
GULFOILLUB,2.11,,,0
GULFPETRO,4.99,,,0
GULPOLY,-0.81,,,0
GVKPIL,-0.83,,,0
GVPIL,-2.14,,,0
GVPTECH,-1.85,,,0
GVT&D,-0.98,,,0
GYFTR,-1.18,,,0
HAL,5.92,,,0
HALDER,1.64,,,0
HALDYNGL,-3.43,,,0
HALEOSLABS,0.77,,,0
HAPPSTMNDS,1.33,,,0
HAPPY,5.47,,,0
HAPPYFORGE,2.92,,,0
HARDWYN,0.27,,,0
HARIOMPIPE,-2.18,,,0
HARRMALAYA,-0.38,,,0
HARSHA,1.25,,,0
HATHWAY,-0.64,,,0
HATSUN,1.83,,,0
HAVELLS,-0.35,,,0
HAVISHA,-0.69,,,0
HAWKINCOOK,-0.72,,,0
HBESD,-3.49,,,0
HBLENGINE,-0.05,,,0
HBSL,-1.64,,,0
HCC,-1.64,,,0
HCG,1.34,,,0
HCL-INSYS,0.09,,,0
HCLTECH,-1.11,,,0
HDBFS,-0.05,,,0
HDFCAMC,-0.93,,,0
HDFCBANK,-0.1,,,0
HDFCBSE500,0.16,,,0
HDFCGOLD,2.43,,,0
HDFCGROWTH,-0.44,,,0
HDFCLIFE,-0.46,,,0
HDFCLIQUID,0.01,,,0
HDFCLOWVOL,-0.19,,,0
HDFCMID150,-0.21,,,0
HDFCMOMENT,-0.61,,,0
HDFCNEXT50,0.66,,,0
HDFCNIF100,0.72,,,0
HDFCNIFBAN,-0.08,,,0
HDFCNIFIT,0.09,,,0
HDFCNIFTY,0.21,,,0
HDFCNIMEG,-0.49,,,0
HDFCPSUBK,1.6,,,0
HDFCPVTBAN,0.0,,,0
HDFCQUAL,-0.5,,,0
HDFCSENSEX,0.15,,,0
HDFCSILVER,0.58,,,0
HDFCSML250,0.2,,,0
HDFCVALUE,0.76,,,0
HDIL,-0.62,,,0
HEADSUP,-0.28,,,0
HEALTHADD,1.63,,,0
HEALTHAXIS,0.21,,,0
HEALTHCARE,0.05,,,0
HEALTHIETF,0.27,,,0
HEALTHX,0.88,,,0
HEALTHY,-0.17,,,0
HECPROJECT,-0.05,,,0
HEG,-0.16,,,0
HEIDELBERG,0.43,,,0
HEMIPROP,-0.21,,,0
HERANBA,-0.07,,,0
HERITGFOOD,6.11,,,0
HEROMOTOCO,-2.45,,,0
HESTERBIO,1.04,,,0
HEXAGON,-2.1,,,0
HEXATRADEX,2.37,,,0
HEXT,-2.56,,,0
HFCL,-4.03,,,0
HGINFRA,1.73,,,0
HGM,-1.09,,,0
HGS,-0.11,,,0
HIGREEN,0.32,,,0
HIKAL,-4.79,,,0
HILINFRA,0.18,,,0
HILTON,0.77,,,0
HIMATSEIDE,-0.45,,,0
HINDALCO,-1.25,,,0
HINDCOMPOS,-1.17,,,0
HINDCON,-0.52,,,0
HINDCOPPER,2.28,,,0
HINDOILEXP,-0.63,,,0
HINDPETRO,0.01,,,0
HINDUNILVR,-0.28,,,0
HINDWAREAP,0.19,,,0
HINDZINC,-1.16,,,0
HIRECT,-2.5,,,0
HISARMETAL,0.59,,,0
HITECH,-0.41,,,0
HITECHCORP,-0.03,,,0
HITECHGEAR,-0.39,,,0
HLEGLAS,6.07,,,0
HLVLTD,0.42,,,0
HMAAGRO,1.21,,,0
HMT,-0.52,,,0
HMVL,-0.23,,,0
HNDFDS,-0.34,,,0
HNGSNGBEES,-0.5,,,0
HOACFOODS,-0.68,,,0
HOLMARC,4.99,,,0
HOMEFIRST,0.35,,,0
HOMESFY,1.75,,,0
HONASA,1.31,,,0
HONAUT,-0.16,,,0
HONDAPOWER,-0.43,,,0
HPAL,3.32,,,0
HPIL,-0.59,,,0
HPL,-1.02,,,0
HPTL,-4.99,,,0
HSBCGOLD,2.08,,,0
HSCL,1.61,,,0
HTMEDIA,-6.11,,,0
HUBTOWN,-0.98,,,0
HUDCO,-0.36,,,0
HUHTAMAKI,2.06,,,0
HYBRIDETF,0.2,,,0
HYBRIDFIN,-2.78,,,0
HYUNDAI,-0.29,,,0
IBLFL,0.0,,,0
IBULLSLTD,4.99,,,0
ICDSLTD,-6.43,,,0
ICELCO,-3.6,,,0
ICEMAKE,1.25,,,0
ICICIAMC,-0.05,,,0
ICICIB22,0.07,,,0
ICICIBANK,0.51,,,0
ICICIGI,-1.54,,,0
ICICIPRULI,-1.85,,,0
ICIL,0.69,,,0
ICRA,1.04,,,0
IDBI,0.26,,,0
IDEA,-1.33,,,0
IDEAFORGE,5.0,,,0
IDEALTECHO,-5.28,,,0
IDENTICAL,6.25,,,0
IDFCFIRSTB,0.06,,,0
IDFNIFTYET,1.29,,,0
IEML,3.71,,,0
IEX,-0.59,,,0
IFBAGRO,-1.03,,,0
IFBIND,-0.15,,,0
IFCI,-0.97,,,0
IFGLEXPOR,2.65,,,0
IGARASHI,7.1,,,0
IGCL,-0.45,,,0
IGIL,-0.96,,,0
IGL,0.16,,,0
IGPL,-2.23,,,0
IHFL261224,-0.95,,,0
IIFL,-0.14,,,0
IIFL060326,2.3,,,0
IIFLCAPS,0.03,,,0
IIFLZC26,0.0,,,0
IIFLZC28,-0.0,,,0
IITL,-0.53,,,0
IKIO,-1.76,,,0
IKS,-6.1,,,0
IL&FSENGG,1.49,,,0
IL&FSTRANS,-1.88,,,0
IMAGICAA,3.0,,,0
IMC1,-0.09,,,0
IMFA,1.36,,,0
IMPAL,-1.65,,,0
IMPEXFERRO,4.86,,,0
INA,-0.79,,,0
INCREDIBLE,0.06,,,0
INDBANK,-0.43,,,0
INDGN,16.15,16.15,,0
INDGN,1.83,16.15,,0
INDHOTEL,-0.68,,,0
INDIACEM,0.06,,,0
INDIAGLYCO,-0.37,,,0
INDIAMART,-0.69,,,0
INDIANB,2.8,,,0
INDIANCARD,-0.83,,,0
INDIANHUME,-0.64,,,0
INDIASHLTR,0.29,,,0
INDIFRA,4.82,,,0
INDIGO,-1.51,,,0
INDIGOPNTS,3.47,,,0
INDIGRID,0.34,,,0
INDIQUBE,4.63,,,0
INDNIPPON,1.4,,,0
INDOAMIN,2.54,,,0
INDOBORAX,-0.49,,,0
INDOCO,-0.4,,,0
INDOFARM,0.76,,,0
INDOMIM,9.58,,,0
INDORAMA,-3.93,,,0
INDOSTAR,-0.13,,,0
INDOTECH,5.0,,,0
INDOTHAI,-10.0,,-10.0,0
INDOUS,-1.41,,,0
INDOWIND,-0.22,,,0
INDPRUD,1.99,,,0
INDRAMEDCO,-1.75,,,0
INDSWFTLAB,-1.71,,,0
INDTERRAIN,1.51,,,0
INDUSINDBK,-0.27,,,0
INDUSINVIT,3.02,,,0
INDUSTOWER,-0.66,,,0
INFINIUM,2.41,,,0
INFLUX,-1.98,,,0
INFOBEAN,-1.09,,,0
INFOLLION,0.03,,,0
INFOMEDIA,-0.55,,,0
INFRA,0.0,,,0
INFRABEES,0.33,,,0
INFRAIETF,0.23,,,0
INFY,-0.77,,,0
INGERRAND,0.77,,,0
INM,-2.92,,,0
INNOMET,1.99,,,0
INNOVACAP,0.96,,,0
INNOVANA,0.23,,,0
INNOVISION,-0.24,,,0
INOXGREEN,-1.3,,,0
INOXINDIA,0.87,,,0
INOXWIND,-0.84,,,0
INSECTICID,0.25,,,0
INSPIRE,0.0,,,0
INSPIRISYS,-1.14,,,0
INSUREIETF,-0.83,,,0
INTELLECT,-3.29,,,0
INTENTECH,-2.63,,,0
INTERARCH,0.78,,,0
INTERNET,0.22,,,0
INTLCONV,-0.7,,,0
INVENTURE,1.1,,,0
INVICTA,1.28,,,0
INVPRECQ,0.5,,,0
IOB,1.75,,,0
IOC,-0.93,,,0
IOLCP,-0.14,,,0
IONEXCHANG,-7.05,,,0
IPCALAB,-1.75,,,0
IPHL,-3.71,,,0
IPL,0.14,,,0
IRB,-0.8,,,0
IRBINVIT,0.39,,,0
IRCON,0.57,,,0
IRCTC,2.0,,,0
IREDA,0.27,,,0
IRFC,0.44,,,0
IRIS,-2.03,,,0
IRISDOREME,1.01,,,0
IRMENERGY,5.76,,,0
ISFT,-1.55,,,0
ISGEC,-1.28,,,0
ISHAN,0.0,,,0
ISHANCH,-3.87,,,0
IT,-0.49,,,0
ITADD,-0.69,,,0
ITALIANE,0.0,,,0
ITAXIS,-1.17,,,0
ITBEES,-0.46,,,0
ITBETA,-2.01,,,0
ITC,-0.37,,,0
ITCHOTELS,1.27,,,0
ITDC,0.4,,,0
ITETF,-0.69,,,0
ITI,2.01,,,0
ITIETF,-0.8,,,0
ITTL,-1.95,,,0
IVALUE,-0.29,,,0
IVC,1.12,,,0
IVP,1.27,,,0
IVZINGOLD,2.47,,,0
IVZINNIFTY,-0.33,,,0
IWARE,0.65,,,0
IWP,-0.06,,,0
IXIGO,-1.02,,,0
IZMO,-0.85,,,0
J&KBANK,2.31,,,0
JAGRAN,-0.11,,,0
JAGSNPHARM,-0.66,,,0
JAIBALAJI,1.08,,,0
JAICORPLTD,-0.36,,,0
JAINAM,4.6,,,0
JAINIK,-1.73,,,0
JAINREC,-2.23,,,0
JAIPURKURT,-2.82,,,0
JAMNAAUTO,0.49,,,0
JARO,-0.04,,,0
JASH,-0.25,,,0
JAYAGROGN,0.12,,,0
JAYBARMARU,-4.99,,,0
JAYBEE,0.06,,,0
JAYESH,-1.63,,,0
JAYKAY,-0.31,,,0
JAYNECOIND,0.87,,,0
JAYSREETEA,0.45,,,0
JBMA,-0.83,,,0
JETFREIGHT,1.5,,,0
JEYYAM,-0.21,,,0
JFLLIFE,-4.73,,,0
JGCHEM,-1.6,,,0
JHS,0.52,,,0
JINDALPHOT,-0.47,,,0
JINDALPOLY,1.01,,,0
JINDALSAW,-0.13,,,0
JINDALSTEL,-1.11,,,0
JINDRILL,-0.73,,,0
JINDWORLD,-1.66,,,0
JIOFIN,0.44,,,0
JISLDVREQS,2.25,,,0
JISLJALEQS,0.61,,,0
JITFINFRA,-2.9,,,0
JIWANRAM,-1.0,,,0
JKCEMENT,-1.16,,,0
JKIL,0.34,,,0
JKIPL,-2.99,,,0
JKLAKSHMI,0.0,,,0
JKPAPER,1.03,,,0
JKTYRE,-0.47,,,0
JLHL,-1.45,,,0
JMA,-2.44,,,0
JMFINANCIL,2.9,,,0
JNKINDIA,0.5,,,0
JNPR,15.43,15.43,,0
JOCIL,1.73,,,0
JPOLYINVST,2.08,,,0
JPPOWER,-1.2,,,0
JSFB,-2.03,,,0
JSL,-1.61,,,0
JSLL,4.32,,,0
JSWCEMENT,0.44,,,0
JSWDULUX,1.82,,,0
JSWENERGY,-0.8,,,0
JSWHL,-1.99,,,0
JSWINFRA,-2.06,,,0
JSWSTEEL,-1.66,,,0
JTEKTINDIA,0.24,,,0
JTLIND,-1.69,,,0
JUBLCPL,-0.18,,,0
JUBLFOOD,-2.47,,,0
JUBLINGREA,1.46,,,0
JUBLPHARMA,0.17,,,0
JUNIORBEES,0.19,,,0
JUNIPER,-0.93,,,0
JUSTDIAL,-0.21,,,0
JWL,1.26,,,0
JYOTHYLAB,0.83,,,0
JYOTICNC,0.62,,,0
JYOTIGLOBL,6.82,,,0
JYOTISTRUC,-3.38,,,0
K2INFRA,-0.92,,,0
KABRAEXTRU,5.11,,,0
KAJARIACER,-0.89,,,0
KAKATCEM,-2.67,,,0
KALAMANDIR,-0.69,,,0
KALANA,1.08,,,0
KALPATARU,-1.34,,,0
KALYANIFRG,-1.36,,,0
KALYANKJIL,5.0,,,0
KAMAHOLD,0.05,,,0
KAMATHOTEL,-0.41,,,0
KAMDHENU,1.27,,,0
KAMOPAINTS,-0.65,,,0
KANANIIND,-0.66,,,0
KANCHI,0.0,,,0
KANDARP,0.51,,,0
KANORICHEM,1.04,,,0
KANPRPLA,-1.21,,,0
KANSAINER,0.35,,,0
KAPSTON,-3.26,,,0
KARMAENG,0.83,,,0
KARNIKA,-0.17,,,0
KARURVYSYA,-0.04,,,0
KAUSHALYA,2.94,,,0
KAVDEFENCE,-0.3,,,0
KAYA,-0.02,,,0
KAYNES,-1.74,,,0
KAYTEX,2.0,,,0
KCEIL,-2.5,,,0
KCK,-4.89,,,0
KCP,-2.27,,,0
KCPSUGIND,-2.35,,,0
KDDL,0.05,,,0
KDL,-4.23,,,0
KEC,0.45,,,0
KECL,-1.21,,,0
KEEPLEARN,3.57,,,0
KEI,0.32,,,0
KELLTONTEC,0.14,,,0
KEN,-1.17,,,0
KENNAMET,2.13,,,0
KERNEX,-4.58,,,0
KESORAMIND,-1.96,,,0
KEYFINSERV,-2.28,,,0
KFINTECH,-1.98,,,0
KHADIM,0.27,,,0
KHAICHEM,1.67,,,0
