SYMBOL,CLOSE,PREV_CLOSE,PCT_CHANGE
HDFCPSUBK,87.69,86.31,1.6
MCX,2640.0,2598.6,1.59
79NHIT40,316.02,311.08,1.59
DENEERS,179.15,176.35,1.59
SUDEEPPHRM,974.15,958.95,1.59
MENNPIS,75.35,74.17,1.59
1275DCCL28,9974.67,9820.0,1.58
DIAMINESQ,266.95,262.79,1.58
AFFLE,1688.7,1662.6,1.57
GATEWAY,56.79,55.91,1.57
ARCHIES,14.35,14.13,1.56
ELM250,16.98,16.72,1.56
THOMASCOOK,106.14,104.52,1.55
MAJESAUT,495.45,487.9,1.55
SANGHVIMOV,481.55,474.2,1.55
EXIDEIND,474.25,467.0,1.55
SGL,9.92,9.77,1.54
SGBJUN31I,14815.09,14590.59,1.54
SADBHIN,2.63,2.59,1.54
YATHARTH,871.45,858.35,1.53
VIPIND,314.5,309.8,1.52
SALZERELEC,616.0,606.8,1.52
ZENITHEXPO,197.24,194.28,1.52
INDTERRAIN,32.32,31.84,1.51
CIFL,21.55,21.23,1.51
EVERESTIND,477.05,469.95,1.51
RPEL,1267.4,1248.6,1.51
EMIL,149.78,147.56,1.5
JETFREIGHT,22.94,22.6,1.5
SIRCA,449.95,443.35,1.49
SPUNWEB,102.0,100.5,1.49
DENTALKART,393.8,388.0,1.49
IL&FSENGG,35.52,35.0,1.49
SAMHI,176.24,173.66,1.49
SGBD29VIII,14661.84,14447.0,1.49
TANKUP,1200.0,1182.5,1.48
GOKUL,40.04,39.46,1.47
RAJOOENG,51.84,51.09,1.47
CROMPTON,270.0,266.1,1.47
RIIL,761.2,750.15,1.47
JUBLINGREA,757.0,746.1,1.46
GREENPANEL,202.27,199.39,1.44
CHEMBONDCH,231.77,228.51,1.43
FOCUS,67.97,67.01,1.43
VIJAYPD,63.9,63.0,1.43
SHAHALLOYS,71.26,70.26,1.42
SGBJAN27,14500.0,14299.0,1.41
CRAFTSMAN,10555.0,10408.5,1.41
SADHNANIQ,2.88,2.84,1.41
LORDSCHLO,144.63,142.64,1.4
ARIS,132.03,130.21,1.4
INDNIPPON,1152.5,1136.6,1.4
CEATLTD,3755.4,3703.5,1.4
MONEYBOXX,62.68,61.82,1.39
REPCOHOME,391.3,385.95,1.39
VSTTILLERS,4545.1,4482.8,1.39
AARNAV,30.86,30.44,1.38
SAILIFE,1413.5,1394.3,1.38
ADISOFT,177.65,175.25,1.37
CASTROLIND,194.17,191.54,1.37
GLOBUSSPR,903.75,891.55,1.37
VSSL,333.85,329.35,1.37
IMFA,1510.1,1489.9,1.36
TTKPRESTIG,636.8,628.25,1.36
REFRACTORY,26.1,25.75,1.36
AARTIPHARM,692.25,683.0,1.35
MALUPAPER,33.75,33.3,1.35
HCG,678.5,669.5,1.34
XTRANET,129.73,128.01,1.34
LOTUSDEV,195.61,193.03,1.34
CMSINFO,277.55,273.9,1.33
HAPPSTMNDS,406.15,400.8,1.33
GLOBECIVIL,39.73,39.21,1.33
TRF,232.41,229.38,1.32
MEDIASSIST,367.15,362.35,1.32
GLOBALPET,162.0,159.9,1.31
ALUWIND,50.4,49.75,1.31
SAYAJIHOTL,316.1,312.0,1.31
HONASA,465.65,459.65,1.31
AMBIKCO,1826.0,1802.3,1.31
364D231026,98.7,97.42,1.31
GLOBALE,10.8,10.66,1.31
DIGISPICE,17.2,16.98,1.3
ROML,45.13,44.55,1.3
BMWVENTLTD,60.75,59.97,1.3
IDFNIFTYET,275.78,272.26,1.29
BELRISE,244.61,241.49,1.29
VIGOR,94.3,93.1,1.29
ANKITMETAL,1.57,1.55,1.29
NEXTMEDIA,3.95,3.9,1.28
OAL,380.95,376.15,1.28
INVICTA,79.0,78.0,1.28
10MWL29,98756.5,97510.0,1.28
IVP,160.68,158.66,1.27
KAMDHENU,35.05,34.61,1.27
CREDITACC,1547.0,1527.6,1.27
NITTAGELA,1695.5,1674.3,1.27
ITCHOTELS,171.08,168.93,1.27
PIDILITIND,1686.0,1665.0,1.26
JWL,262.1,258.85,1.26
GCSL,529.65,523.05,1.26
AEPL,14.52,14.34,1.26
NUCLEUS,698.55,689.85,1.26
AUTOIND,95.79,94.61,1.25
HARSHA,425.0,419.75,1.25
GNRL,95.25,94.07,1.25
SILINV,433.7,428.35,1.25
ICEMAKE,828.1,817.85,1.25
NBIFIN,2158.1,2131.4,1.25
POLYCAB,9315.0,9200.0,1.25
CIPLA,1477.0,1458.8,1.25
SIS,435.9,430.55,1.24
ZTECH,523.05,516.65,1.24
182D221026,98.2,97.0,1.24
APOLLO,403.95,399.05,1.23
AIMTRON,1631.95,1612.1,1.23
DECCANCE,578.25,571.2,1.23
TAJGVK,369.15,364.7,1.22
MERCURYEV,35.73,35.3,1.22
RAJMET,3.34,3.3,1.21
HMAAGRO,20.92,20.67,1.21
ADVAIT,2313.1,2285.4,1.21
SUPERHOUSE,159.02,157.14,1.2
NATCAPSUQ,149.91,148.14,1.19
MAANALU,128.76,127.25,1.19
SYMPHONY,652.4,644.75,1.19
CONNPLEX,204.4,202.0,1.19
SANSERA,3787.3,3742.8,1.19
BANKINDIA,142.66,141.0,1.18
ACL,47.99,47.43,1.18
SAATVIKGL,427.65,422.65,1.18
E2E,605.7,598.65,1.18
KHAITANLTD,157.13,155.3,1.18
FRACTAL,807.6,798.15,1.18
FOSECOIND,5409.0,5346.5,1.17
ARVSMART,603.3,596.3,1.17
MSCI360,10.35,10.23,1.17
RATNAVEER,205.61,203.25,1.16
KSOLVES,283.0,279.75,1.16
NAZARA,352.85,348.8,1.16
SHILCTECH,4532.2,4480.4,1.16
CGCL,241.07,238.3,1.16
CARRARO,542.15,535.95,1.16
EXPLEOSOL,821.05,811.7,1.15
RAMBHAJO,186.6,184.5,1.14
AHLWEST,542.0,535.9,1.14
GRADIENTE,2.68,2.65,1.13
BNAGROCHEM,273.0,269.95,1.13
OMAXAUTO,192.6,190.44,1.13
UCL,219.65,217.2,1.13
WEL,120.3,118.96,1.13
1025VCCL28,96381.04,95300.0,1.13
SHEMAROO,119.67,118.35,1.12
IVC,8.09,8.0,1.12
PGEL,609.75,603.0,1.12
GUJENERGY,275.6,272.55,1.12
PROV,1720.0,1701.0,1.12
FLUOROCHEM,4548.0,4498.1,1.11
GOYALSALT,114.25,113.0,1.11
BBL,2345.8,2320.1,1.11
MANOMAY,216.43,214.06,1.11
915APSBC31,103500.0,102361.01,1.11
GOCOLORS,327.95,324.35,1.11
INVENTURE,0.92,0.91,1.1
AVTNPL,71.59,70.81,1.1
PGINVIT,99.69,98.61,1.1
EMMVEE,328.15,324.6,1.09
SOUTHBANK,47.43,46.92,1.09
DRAGARWQ,5253.0,5197.0,1.08
APOLLOTYRE,449.7,444.9,1.08
SGMART,717.15,709.5,1.08
SHERA,167.8,166.0,1.08
JAIBALAJI,62.93,62.26,1.08
ARSHIYA,0.94,0.93,1.08
KALANA,18.7,18.5,1.08
DAICHI,322.2,318.8,1.07
RELIABLE,145.64,144.1,1.07
CHOICEIN,833.2,824.35,1.07
RNPL,84.9,84.0,1.07
3PLAND,32.1,31.76,1.07
746TS49,97.75,96.72,1.06
364D110227,97.17,96.15,1.06
NIRAJ,29.49,29.18,1.06
NETWORK18,29.91,29.6,1.05
MUTHOOTCAP,263.94,261.19,1.05
CRIZAC,185.12,183.21,1.04
MAGADSUGAR,517.6,512.25,1.04
HESTERBIO,2458.5,2433.3,1.04
ICRA,5175.4,5121.9,1.04
BALAJITELE,85.54,84.66,1.04
KANORICHEM,151.07,149.52,1.04
BIRLAPREC,34.94,34.58,1.04
AGARWALTUF,151.1,149.55,1.04
JKPAPER,389.2,385.25,1.03
VPRPL,29.46,29.16,1.03
VISHNU,594.8,588.8,1.02
BANARISUG,3510.5,3475.1,1.02
TIMKEN,3343.1,3309.4,1.02
TITAGARH,861.65,852.95,1.02
JINDALPOLY,632.75,626.45,1.01
IRISDOREME,54.02,53.48,1.01
FIVESTAR,553.25,547.7,1.01
ORICONENT,54.27,53.73,1.01
STCINDIA,120.77,119.57,1.0
1003IIFL29,1010.0,1000.0,1.0
BANSWRAS,123.78,122.56,1.0
SMCGLOBAL,80.6,79.8,1.0
654GS2032,101.0,100.0,1.0
MANORAMA,1623.9,1607.9,1.0
NESTLEIND,1535.0,1520.0,0.99
SESHAPAPER,233.05,230.77,0.99
797IGT31,1014.99,1005.0,0.99
601GS2028,102.0,101.0,0.99
ONDOOR,249.95,247.5,0.99
GEEKAYWIRE,22.52,22.3,0.99
885AEL28,1025.0,1015.0,0.99
STARPAPER,152.31,150.81,0.99
FINEORG,4989.0,4940.4,0.98
EXCELLENT,207.0,205.0,0.98
SDBL,74.11,73.39,0.98
PARADEEP,148.13,146.71,0.97
AVIANSH,105.0,104.0,0.96
364D130826,99.8,98.85,0.96
AJANTPHARM,3470.4,3437.5,0.96
INNOVACAP,954.05,945.0,0.96
FMCGADD,49.6,49.13,0.96
TRANSTEEL,115.6,114.5,0.96
WTICAB,116.1,115.0,0.96
BHARATWIRE,205.78,203.84,0.95
LATENTVIEW,297.8,295.0,0.95
MOGSEC,66.01,65.39,0.95
PUNJABCHEM,1110.6,1100.1,0.95
MAL,31.8,31.5,0.95
MARICO,860.0,852.0,0.94
VINNY,1.07,1.06,0.94
AONESILVER,8.57,8.49,0.94
TVSHLTD,14908.0,14769.0,0.94
AKIKO,337.3,334.15,0.94
EMBASSY,440.95,436.84,0.94
VHLTD,127.03,125.85,0.94
RAMCOIND,333.75,330.65,0.94
BANKBETF,58.96,58.41,0.94
PARAGON,49.0,48.55,0.93
MONIFTY100,26.02,25.78,0.93
MAHLIFE,386.4,382.85,0.93
DCXINDIA,181.84,180.17,0.93
NEOGEN,2031.5,2012.8,0.93
MAXIND,172.82,171.22,0.93
735NHAI31,1112.48,1102.27,0.93
ESENSEX,79.55,78.83,0.91
PTC,200.17,198.36,0.91
CLAYCRAFT,182.35,180.7,0.91
SILVERTUC,193.6,191.86,0.91
LINDEINDIA,7152.5,7088.0,0.91
PAYTM,1442.0,1429.0,0.91
BARFLEX,56.0,55.5,0.9
STEL,564.1,559.05,0.9
MASFIN,309.95,307.2,0.9
SOLARWORLD,169.13,167.66,0.88
ENGINERSIN,242.39,240.27,0.88
DOLPHIN,405.75,402.2,0.88
HEALTHX,308.9,306.2,0.88
ASHALOG,57.0,56.5,0.88
ELGIEQUIP,589.25,584.1,0.88
SHANTI,6.94,6.88,0.87
DUGLOBAL,29.0,28.75,0.87
VEDPOWER,35.78,35.47,0.87
KPIL,1294.1,1283.0,0.87
INOXINDIA,1954.4,1937.5,0.87
JAYNECOIND,92.57,91.77,0.87
BSLNIFTY,29.05,28.8,0.87
GNFC,542.95,538.3,0.86
SATIN,232.89,230.91,0.86
SPCENET,3.52,3.49,0.86
TVSELECT,508.15,503.85,0.85
MOALPHA50,55.72,55.25,0.85
BALAJIPHOS,89.0,88.25,0.85
VMART,813.9,807.05,0.85
YAAP,150.6,149.35,0.84
VINSYS,570.0,565.25,0.84
STALLION,270.2,267.95,0.84
KARMAENG,39.03,38.71,0.83
REDINGTON,350.75,347.85,0.83
NDLVENTURE,128.37,127.31,0.83
JYOTHYLAB,205.87,204.17,0.83
FORCEMOT,18690.0,18538.0,0.82
TEXRAIL,108.33,107.45,0.82
SAFEENTP,251.8,249.75,0.82
TAKE,22.39,22.21,0.81
ABSMARINE,223.6,221.8,0.81
BANKIETF,59.49,59.01,0.81
KIMS,808.6,802.15,0.8
SAHANA,816.15,809.65,0.8
RBZJEWEL,150.96,149.76,0.8
730PFCL41,986.01,978.16,0.8
SBINEQWETF,34.54,34.27,0.79
BANKETF,591.34,586.71,0.79
MUKANDLTD,143.29,142.17,0.79
DEEPAKNTR,1750.4,1736.7,0.79
GODREJCP,1077.3,1069.0,0.78
AGIIL,304.35,302.0,0.78
INTERARCH,1860.4,1846.0,0.78
BANKADD,59.39,58.93,0.78
ALKALI,68.7,68.17,0.78
SHANTIGOLD,218.65,216.95,0.78
LPDC,6.42,6.37,0.78
INGERRAND,4337.9,4304.7,0.77
ABGSEC,114.89,114.01,0.77
TNPETRO,98.68,97.93,0.77
HILTON,21.05,20.89,0.77
TCIEXP,579.6,575.15,0.77
RAMCOSYS,626.5,621.7,0.77
BEPL,122.42,121.49,0.77
MGL,1123.7,1115.1,0.77
HALEOSLABS,1438.7,1427.7,0.77
SATIA,63.8,63.31,0.77
INDOFARM,163.97,162.74,0.76
935TSI30,105043.42,104250.0,0.76
PSB,23.98,23.8,0.76
MOMGF,166.75,165.49,0.76
HDFCVALUE,128.52,127.55,0.76
718GS2033,106.3,105.5,0.76
EASEMYTRIP,6.61,6.56,0.76
865IIFL28,999.57,991.99,0.76
GSEC10IETF,265.0,263.03,0.75
935TSIIC28,103185.42,102412.62,0.75
NTPCGREEN,91.33,90.66,0.74
CAPILLARY,580.6,576.35,0.74
GLOBALVECT,163.79,162.58,0.74
SABAR,6.85,6.8,0.74
CRAYONS,27.2,27.0,0.74
SOMANYCERA,504.0,500.3,0.74
BRNL,17.62,17.49,0.74
SIKA,1113.7,1105.5,0.74
GOLDSTAR,6.8,6.75,0.74
DIVINEHIRA,108.8,108.0,0.74
UMESLTD,5.48,5.44,0.74
BANKBETA,60.08,59.64,0.74
SANOFI,3352.6,3328.4,0.73
MSCIINDIA,30.5,30.28,0.73
MON50EQUAL,34.44,34.19,0.73
ORCHPHARMA,997.55,990.35,0.73
MIDCAPADD,23.43,23.26,0.73
BANKNIFTY1,60.35,59.91,0.73
KREBSBIO,54.51,54.12,0.72
APOLLOHOSP,8974.5,8910.0,0.72
SUPREMEPWR,210.75,209.25,0.72
RUCHIRA,111.21,110.41,0.72
RIIT,116.82,115.99,0.72
SILVER360,220.44,218.86,0.72
HDFCNIF100,26.55,26.36,0.72
SML100CASE,11.3,11.22,0.71
SAIL,176.74,175.5,0.71
PTCIL,18221.0,18092.0,0.71
ABSL10BANK,171.96,170.74,0.71
PPLPHARMA,208.24,206.78,0.71
XELPMOC,83.86,83.28,0.7
PREMIER,2.87,2.85,0.7
765TN30,100.5,99.8,0.7
MANAKSIA,57.26,56.86,0.7
SETFNN50,796.72,791.2,0.7
KUANTUM,80.61,80.05,0.7
KPRMILL,1086.0,1078.5,0.7
VTL,602.2,598.0,0.7
ODIGMA,23.14,22.98,0.7
CENTRALBK,31.51,31.29,0.7
CALSOFT,21.72,21.57,0.7
ABSLAMC,1024.1,1017.1,0.69
SKFINDUS,2747.8,2728.9,0.69
COOLCAPS,21.9,21.75,0.69
ICIL,421.55,418.65,0.69
SENSEXIETF,908.01,901.85,0.68
BIRLACORPN,909.1,903.0,0.68
GLOSTERLTD,679.55,674.95,0.68
GRAUWEIL,69.24,68.78,0.67
MICEL,37.3,37.05,0.67
DAMCAPITAL,154.44,153.41,0.67
WSTCSTPAPR,594.35,590.4,0.67
ABCOTS,200.87,199.53,0.67
SUPRAJIT,527.55,524.1,0.66
PNB,114.3,113.55,0.66
1150AFIL28,9815.01,9751.0,0.66
NAGREEKEXP,22.81,22.66,0.66
709GS2054,96.99,96.35,0.66
91D081026,98.95,98.3,0.66
HDFCNEXT50,75.89,75.39,0.66
BRIGHOTEL,61.74,61.34,0.65
RUBFILA,72.99,72.52,0.65
PANACHE,442.85,440.0,0.65
SURAJLTD,218.68,217.26,0.65
BANKBEES,600.16,596.31,0.65
IWARE,463.0,460.0,0.65
KIOCL,394.45,391.95,0.64
ORIENTLTD,78.5,78.0,0.64
364D171226,98.01,97.39,0.64
MOHEALTH,51.9,51.57,0.64
DALMIASUG,395.8,393.3,0.64
MAYURUNIQ,773.85,768.95,0.64
SILVERAG,218.71,217.34,0.63
SPLIL,31.8,31.6,0.63
GPTINFRA,117.99,117.25,0.63
GLOTTIS,67.51,67.09,0.63
JYOTICNC,865.05,859.75,0.62
SAKUMA,1.63,1.62,0.62
SKFINDIA,1519.2,1509.9,0.62
846REC28,1120.0,1113.1,0.62
SILVERCASE,22.74,22.6,0.62
ASTEC,620.35,616.55,0.62
LASERPOWER,292.0,290.2,0.62
MOMIDMTM,64.57,64.17,0.62
LOVABLE,74.08,73.62,0.62
JISLJALEQS,31.44,31.25,0.61
QUICKHEAL,155.65,154.7,0.61
KRISHIVAL,390.1,387.75,0.61
TPLPLASTEH,78.73,78.25,0.61
901NHB34,6387.96,6350.0,0.6
ZIMLAB,115.15,114.46,0.6
SILKFLEX,201.2,200.0,0.6
TRUALT,464.3,461.55,0.6
SRGHFL,291.75,290.0,0.6
PRAJIND,319.65,317.75,0.6
A2ZINFRA,16.73,16.63,0.6
TATVA,1731.1,1720.8,0.6
NIFTYBETA,272.82,271.19,0.6
GILT10BETA,26.83,26.67,0.6
SILVERADD,216.17,214.88,0.6
ENERGYDEV,16.79,16.69,0.6
SCPL,648.6,644.75,0.6
81TCHF28,1012.99,1007.05,0.59
BHARATFORG,2210.0,2197.1,0.59
BEARDSELL,27.29,27.13,0.59
VELJAN,1651.8,1642.1,0.59
HISARMETAL,148.25,147.38,0.59
EBANK10,17.05,16.95,0.59
GROWWNET,10.32,10.26,0.58
ACCENTMIC,514.45,511.5,0.58
ALPHA,53.51,53.2,0.58
PREMEXPLN,664.65,660.85,0.58
ABB,7735.0,7690.5,0.58
HDFCSILVER,214.75,213.52,0.58
MOSILVER,221.84,220.56,0.58
SARVESHWAR,3.44,3.42,0.58
SUNPHARMA,1951.0,1940.0,0.57
SILVER,223.95,222.67,0.57
IRCON,132.11,131.36,0.57
SBISILVER,219.88,218.64,0.57
UCOBANK,26.64,26.49,0.57
ABSLMSCIN,30.22,30.05,0.57
ERIS,1382.9,1375.1,0.57
CPEDU,212.82,211.62,0.57
PRSMJOHNSN,113.32,112.69,0.56
SHINDL,160.79,159.9,0.56
GSEC5IETF,66.51,66.14,0.56
RBLBANK,392.0,389.8,0.56
AVL,629.7,626.2,0.56
SAGCEM,173.87,172.9,0.56
ZUARIIND,262.15,260.7,0.56
BALMLAWRIE,176.74,175.76,0.56
MCLOUD,28.95,28.79,0.56
BSE500IETF,40.18,39.96,0.55
BAGDIGITAL,109.6,109.0,0.55
SIGACHI,25.8,25.66,0.55
CHEMBOND,178.8,177.83,0.55
MSTCLTD,605.2,601.9,0.55
FILATEX,81.81,81.36,0.55
MOBIKWIK,204.43,203.33,0.54
UDS,210.57,209.43,0.54
SENSEXETF,81.43,80.99,0.54
SILVERIETF,223.8,222.6,0.54
3MINDIA,36000.0,35805.0,0.54
SETFNIFBK,594.3,591.11,0.54
WPIL,438.9,436.55,0.54
LTFOODS,419.4,417.15,0.54
SILVERBETA,216.64,215.47,0.54
RHIM,411.15,409.0,0.53
SHETHJI,162.15,161.3,0.53
SILVERBEES,214.53,213.39,0.53
SOLARINDS,18496.0,18400.0,0.52
ESILVER,223.67,222.52,0.52
SBGLP,25.37,25.24,0.52
ENIFTY,24.92,24.79,0.52
JHS,7.8,7.76,0.52
NETF,267.52,266.14,0.52
MUKKA,23.1,22.98,0.52
PASHUPATI,85.07,84.63,0.52
91D100926,99.3,98.79,0.52
SPENCERS,33.01,32.84,0.52
PHANTOMFX,165.0,164.15,0.52
NIFTYCASE,9.9,9.85,0.51
ICICIBANK,1457.5,1450.1,0.51
BAGMANE,107.11,106.57,0.51
1015ECL29,1025.23,1020.0,0.51
KANDARP,98.5,98.0,0.51
ASTRAL,1442.0,1434.7,0.51
SILVERAXIS,222.94,221.8,0.51
GUJALKALI,680.8,677.35,0.51
753NTPC30E,1132.0,1126.23,0.51
720PFCL36,1015.0,1009.99,0.5
PVTBKGROWW,27.9,27.76,0.5
706GS2041,100.0,99.5,0.5
JNKINDIA,420.9,418.8,0.5
743GS2076,100.0,99.5,0.5
INVPRECQ,1136.5,1130.8,0.5
VAISHALI,7.98,7.94,0.5
FROG,210.0,208.95,0.5
MOS,10.05,10.0,0.5
SHIVASHRIT,129.5,128.85,0.5
GLENMARK,2270.0,2259.0,0.49
MAZDA,228.35,227.23,0.49
TARIL,296.15,294.7,0.49
SMALLIETF,18.41,18.32,0.49
MINDSPACE,494.98,492.56,0.49
LTM,4528.0,4506.0,0.49
JAMNAAUTO,143.97,143.27,0.49
ORIENTCER,41.43,41.23,0.49
MOM50,258.49,257.23,0.49
CERA,6324.5,6294.5,0.48
TEXINFRA,113.48,112.94,0.48
SILVERBND,225.09,224.01,0.48
SANGAMIND,615.5,612.55,0.48
SILGO,69.3,68.97,0.48
TRANSWORLD,158.43,157.68,0.48
MEGATHERM,208.0,207.0,0.48
VALIANTLAB,61.52,61.23,0.47
ADVANIHOTR,50.77,50.53,0.47
BFSI,27.95,27.82,0.47
KRMAYURVED,298.7,297.3,0.47
636GS2031,102.5,102.02,0.47
574GS2026,100.99,100.52,0.47
NMDC,86.2,85.8,0.47
SUPREMEIND,3477.0,3460.6,0.47
GROWWSC250,10.64,10.59,0.47
PRIZOR,876.55,872.55,0.46
KOTARISUG,26.07,25.95,0.46
TATSILV,21.78,21.68,0.46
UCAL,117.01,116.47,0.46
UNIDT,237.86,236.77,0.46
SILVER1,21.77,21.67,0.46
MAGNUM,19.51,19.42,0.46
KEC,477.7,475.55,0.45
MOQUALITY,205.72,204.8,0.45
UNITEDTEA,483.3,481.15,0.45
UNIENTER,97.37,96.93,0.45
NAVNETEDUL,127.93,127.36,0.45
JAYSREETEA,89.69,89.29,0.45
JSWCEMENT,132.62,132.04,0.44
ARKADE,139.75,139.14,0.44
IRFC,89.29,88.9,0.44
EQUITASBNK,76.09,75.76,0.44
VISHNUINFR,160.7,160.0,0.44
JIOFIN,263.1,261.95,0.44
ANDHRSUGAR,87.12,86.74,0.44
SNXT30BEES,43.8,43.61,0.44
KILITCH,192.23,191.38,0.44
SBISMLETF,18.41,18.33,0.44
MWL,43.04,42.85,0.44
BLAL,173.37,172.63,0.43
ATLASCYCLE,97.68,97.26,0.43
KOHINOOR,23.14,23.04,0.43
KOTIC,154.73,154.06,0.43
RAILTEL,290.85,289.6,0.43
HEIDELBERG,157.17,156.49,0.43
MOVALUE,115.86,115.36,0.43
VINYLINDIA,244.38,243.35,0.42
AGROPHOS,28.46,28.34,0.42
SETFNIF50,265.17,264.07,0.42
MMTC,64.05,63.78,0.42
HLVLTD,7.25,7.22,0.42
MOTHERSON,155.0,154.35,0.42
EIHAHOTELS,310.7,309.4,0.42
ARVEE,155.7,155.06,0.41
C2C,266.4,265.3,0.41
CANHLIFE,150.55,149.93,0.41
BAJAJCON,532.6,530.4,0.41
ABSLBANETF,59.43,59.19,0.41
SCHAND,143.07,142.48,0.41
UGROCAP,96.16,95.77,0.41
GROWWSLVR,21.98,21.89,0.41
1065NFL27,1015.0,1011.0,0.4
ITDC,708.2,705.35,0.4
ANMOL,10.02,9.98,0.4
ASALCBR,767.25,764.25,0.39
SENORES,1328.5,1323.3,0.39
NIFTY100EW,36.05,35.91,0.39
9PFL31A,1024.0,1020.0,0.39
IRBINVIT,63.87,63.62,0.39
AYE,166.55,165.9,0.39
DIGJAMLMTD,48.84,48.65,0.39
GLAXO,2579.5,2569.7,0.38
QNIFTY,271.54,270.5,0.38
ELECTCAST,72.26,71.99,0.38
EMKAYTOOLS,91.35,91.0,0.38
SGBDEC26,14555.0,14500.0,0.38
NIF100IETF,28.71,28.6,0.38
AMCL,392.25,390.75,0.38
NEXT50IETF,78.51,78.21,0.38
LAXMIINDIA,133.26,132.76,0.38
LGBBROSLTD,1520.4,1514.7,0.38
AZAD,2455.8,2446.8,0.37
1020CCSP27,107358.39,106964.77,0.37
PVSL,109.39,108.99,0.37
BOMDYEING,120.48,120.04,0.37
KRISHANA,179.41,178.74,0.37
STARTECK,257.3,256.35,0.37
901HUDCO34,1290.0,1285.33,0.36
NEXT50ADD,75.11,74.84,0.36
HOMEFIRST,1191.1,1186.9,0.35
BSLSENETFG,79.54,79.26,0.35
ABSLNN50ET,78.38,78.11,0.35
KANSAINER,211.12,210.38,0.35
CLEAN,771.65,768.95,0.35
NIFTYETF,268.33,267.39,0.35
892PFCL33,1281.0,1276.59,0.35
694GS2036,101.5,101.15,0.35
SNOWMAN,40.71,40.57,0.35
OMINFRAL,89.67,89.36,0.35
PALREDTEC,47.66,47.5,0.34
TNTELE,8.93,8.9,0.34
BCPL,70.09,69.85,0.34
INDIGRID,178.49,177.88,0.34
V2RETAIL,218.31,217.57,0.34
762NTPC35F,1216.1,1212.01,0.34
NIFTYBETF,253.09,252.22,0.34
985ECL28,1005.41,1002.01,0.34
JKIL,491.75,490.1,0.34
CUBEINVIT,158.35,157.81,0.34
SUMIT,56.78,56.59,0.34
CDSL,1331.0,1326.5,0.34
UNITDSPR,1525.0,1520.0,0.33
MADRASFERT,67.08,66.86,0.33
LINC,101.3,100.97,0.33
PRIVISCL,3660.0,3648.0,0.33
SBIVALETF,15.15,15.1,0.33
NEXT50,769.91,767.38,0.33
SSFLPP,135.7,135.25,0.33
KIRLOSENG,2248.9,2241.4,0.33
ORTINGLOBE,15.2,15.15,0.33
SECURKLOUD,18.48,18.42,0.33
GRINDWELL,2107.6,2100.7,0.33
SMALLCAP,48.25,48.09,0.33
INFRABEES,977.36,974.15,0.33
CONS,12.55,12.51,0.32
PVTBANK,27.84,27.75,0.32
91D030926,99.27,98.95,0.32
HIGREEN,138.95,138.5,0.32
OSWALGREEN,22.07,22.0,0.32
SAURASHCEM,68.93,68.71,0.32
KEI,5595.0,5577.0,0.32
QUAL30IETF,21.65,21.58,0.32
MOSCHIP,209.21,208.57,0.31
SCLZC26C,1304.0,1300.0,0.31
CMPDI,244.18,243.42,0.31
APRAMEYA,146.0,145.55,0.31
764IRFC31,1142.7,1139.18,0.31
FRONTSP,1409.7,1405.4,0.31
XPROINDIA,1115.2,1111.8,0.31
NPBET,287.35,286.47,0.31
ABINFRA,10.01,9.98,0.3
FACT,843.1,840.6,0.3
AONENIFTY,10.16,10.13,0.3
VITAL,49.5,49.35,0.3
AEGISLOG,1400.0,1395.8,0.3
REGAAL,86.88,86.62,0.3
KLBRENG-B,399.05,397.85,0.3
GROWWNIFTY,9.98,9.95,0.3
PRUDMOULI,13.43,13.39,0.3
MANUFGBEES,166.8,166.3,0.3
INDIASHLTR,734.85,732.75,0.29
MONIFTY500,24.3,24.23,0.29
RPOWER,24.24,24.17,0.29
BRIGADE,571.95,570.3,0.29
DEVX,34.04,33.94,0.29
SIL,17.02,16.97,0.29
DCW,46.69,46.56,0.28
ASTERDM,844.45,842.1,0.28
875NHAI29,1120.0,1116.85,0.28
RIR,160.05,159.6,0.28
GROWWNXT50,75.18,74.97,0.28
ARIES,344.05,343.1,0.28
ASHOKLEY,177.5,177.0,0.28
726GS2032,107.09,106.79,0.28
MOSERVICE,31.76,31.67,0.28
NFL,72.5,72.3,0.28
RCF,128.05,127.71,0.27
HEALTHIETF,171.24,170.78,0.27
MOMNC,33.49,33.4,0.27
HARDWYN,11.27,11.24,0.27
SPECIALITY,142.42,142.03,0.27
SREEL,215.37,214.78,0.27
FERMENTA,552.6,551.1,0.27
KHADIM,97.04,96.78,0.27
BIRET,344.42,343.5,0.27
TIIL,2635.2,2628.2,0.27
ELIN,102.03,101.76,0.27
BELLACASA,240.39,239.75,0.27
NDTV,77.38,77.17,0.27
IREDA,121.02,120.7,0.27
MMP,330.25,329.35,0.27
VERANDA,258.3,257.6,0.27
GILT5YBEES,66.5,66.33,0.26
ESG,42.5,42.39,0.26
MOPSE,101.24,100.98,0.26
MOMOMENTUM,62.56,62.4,0.26
SAMPANN,27.5,27.43,0.26
NBCC,96.25,96.0,0.26
IDBI,84.54,84.32,0.26
SOFTTECH,418.1,417.05,0.25
FINKURVE,59.2,59.05,0.25
925SCFL27,1047.15,1044.5,0.25
AONETOTAL,12.1,12.07,0.25
INSECTICID,650.65,649.0,0.25
PREMCO,385.0,384.05,0.25
ABBOTINDIA,27855.0,27785.0,0.25
STEELCITY,84.65,84.44,0.25
