SYMBOL,CLOSE,PREV_CLOSE,PCT_CHANGE
MAZDOCK,2530.0,2380.5,6.28
IDENTICAL,19.55,18.4,6.25
HERITGFOOD,358.55,337.9,6.11
HLEGLAS,454.4,428.4,6.07
SHAILY,3366.3,3176.2,5.99
HAL,4920.0,4645.0,5.92
RACLGEAR,1475.0,1393.1,5.88
STOVEKRAFT,800.2,756.0,5.85
MMFL,603.55,570.55,5.78
IRMENERGY,293.0,277.05,5.76
BAJEL,194.34,183.8,5.73
OBSCP,731.0,691.75,5.67
UGARSUGAR,45.73,43.28,5.66
QUADFUTURE,378.0,357.9,5.62
PGIL,2221.5,2104.5,5.56
PINELABS,156.04,147.82,5.56
KNRCON,140.35,132.96,5.56
KRITINUT,94.09,89.15,5.54
ROLEXRINGS,152.8,144.82,5.51
HAPPY,61.75,58.55,5.47
ALBERTDAVD,730.55,692.8,5.45
DJML,110.78,105.05,5.45
REMUS,810.55,769.0,5.4
MOKSH,11.14,10.57,5.39
MARINE,321.85,305.5,5.35
SURANASOL,27.62,26.22,5.34
SUNDRMFAST,1085.25,1030.45,5.32
RMC,355.2,337.4,5.28
SHREEOSFM,60.0,57.0,5.26
GARFIBRES,838.85,797.35,5.2
BALAMINES,2100.8,1998.5,5.12
KABRAEXTRU,477.6,454.4,5.11
SRHHYPOLTD,512.65,488.15,5.02
MANDEEP,19.95,19.0,5.0
PPAP,311.85,297.0,5.0
INDOTECH,3787.5,3607.2,5.0
BIRLACABLE,247.72,235.93,5.0
ROTO,69.31,66.01,5.0
KALYANKJIL,598.0,569.5,5.0
SETUINFRA,0.42,0.4,5.0
DCMSIL,85.92,81.83,5.0
PURPLEUTED,341.55,325.3,5.0
AFFORDABLE,190.85,181.77,5.0
DIACABS,348.8,332.2,5.0
797TS43,100.64,95.85,5.0
VIVIDEL,1379.05,1313.4,5.0
IDEAFORGE,916.0,872.4,5.0
FONEBOX,93.45,89.0,5.0
PATILAUTOM,200.75,191.2,4.99
KOTYARK,40.38,38.46,4.99
MTARTECH,6959.0,6628.0,4.99
RELINFRA,72.96,69.49,4.99
SAHASRA,328.05,312.45,4.99
GANDHAR,242.95,231.41,4.99
VR,137.8,131.25,4.99
IBULLSLTD,30.5,29.05,4.99
HOLMARC,110.4,105.15,4.99
ABAN,19.16,18.25,4.99
91D291026,103.63,98.7,4.99
GULFPETRO,54.68,52.08,4.99
TAMBOLIIN,218.79,208.42,4.98
TECHERA,174.05,165.8,4.98
SHYAMDHANI,62.2,59.25,4.98
FORGEAUTO,110.65,105.4,4.98
SALSTEEL,62.77,59.79,4.98
VIVO,108.65,103.5,4.98
BIKEWO,74.8,71.25,4.98
AKANKSHA,110.9,105.65,4.97
AQYLON,28.0,26.68,4.95
ROLLT,2.97,2.83,4.95
NEPHROCARE,72.2,68.8,4.94
SAJHOTELS,42.45,40.45,4.94
SWELECTES,663.3,632.05,4.94
ARVINDPORT,30.85,29.4,4.93
ORTEL,2.13,2.03,4.93
VCL,1.28,1.22,4.92
DSKULKARNI,10.44,9.95,4.92
STYLEBAAZA,305.4,291.1,4.91
BOSS,43.8,41.75,4.91
TICL,10.25,9.77,4.91
GANESHIN,119.9,114.3,4.9
COUNCODOS,6.22,5.93,4.89
UTKAL,43.95,41.9,4.89
SHRIKANHA,22.55,21.5,4.88
IMPEXFERRO,3.02,2.88,4.86
VIPULLTD,12.31,11.74,4.86
SAHYADRI,332.15,316.8,4.85
SAIPARENT,541.15,516.1,4.85
ASIANTILES,55.98,53.39,4.85
TEJASCARGO,366.0,349.1,4.84
PURVFLEXI,47.7,45.5,4.84
INDIFRA,11.95,11.4,4.82
WAAREEINDO,344.8,329.0,4.8
NEWJAISA,16.4,15.65,4.79
AKSHOPTFBR,6.58,6.28,4.78
GRANDOAK,41.75,39.85,4.77
MATRIMONY,447.9,427.55,4.76
BDL,1299.0,1240.0,4.76
WEWIN,45.9,43.82,4.75
772GS2055,106.0,101.2,4.74
USASEEDS,88.8,84.8,4.72
RITEZONE,19.95,19.05,4.72
BRANDMAN,176.9,169.0,4.67
SANGANI,45.0,43.0,4.65
DIFFNKG,443.9,424.2,4.64
SRIVASAVI,87.95,84.05,4.64
INDIQUBE,181.75,173.7,4.63
MSPL,37.55,35.89,4.63
GML,17.0,16.25,4.62
TTKHLTCARE,1094.1,1045.9,4.61
STRIDERS,64.85,62.0,4.6
JAINAM,239.0,228.5,4.6
REGENCERAM,33.5,32.03,4.59
BORANA,344.6,329.5,4.58
COCHINSHIP,1490.0,1425.0,4.56
RUBYMILLS,364.9,349.05,4.54
BLKASHYAP,55.97,53.55,4.52
MDL,63.75,61.0,4.51
AIIL,596.2,570.5,4.5
METALIC,116.15,111.15,4.5
NKIND,63.0,60.29,4.49
ELANTAS,12376.5,11847.5,4.47
GRETEX,289.0,276.65,4.46
SLONE,143.1,137.0,4.45
GJL,180.0,172.4,4.41
87HMDA34,104408.29,100000.0,4.41
MOBILISE,115.9,111.0,4.41
ARHAM,184.6,176.8,4.41
LAXMICOT,14.78,14.16,4.38
GHCLTEXTIL,120.0,114.96,4.38
MIDHANI,434.25,416.15,4.35
JSLL,604.25,579.25,4.32
CURAA,75.1,72.0,4.31
SINGERIND,68.72,65.88,4.31
GFLLIMITED,51.94,49.81,4.28
VHL,3579.0,3432.4,4.27
SHREEDHAR,105.9,101.6,4.23
GAYAPROJ,19.8,19.0,4.21
UFBL,804.3,771.85,4.2
CUPID,262.61,252.11,4.16
LAL,8.8,8.45,4.14
KIRIINDUS,436.55,419.2,4.14
GANGAFORGE,2.02,1.94,4.12
1003SCL30A,746.43,717.0,4.1
SICALLOG,103.85,99.77,4.09
MCL,57.57,55.32,4.07
STUDIOLSD,9.0,8.65,4.05
PLASTIBLEN,197.49,190.01,3.94
ALPA,69.97,67.32,3.94
GOLDIAM,376.15,362.15,3.87
VGUARD,322.25,310.25,3.87
PARTYCRUS,88.8,85.5,3.86
THANGAMAYL,5144.0,4953.0,3.86
METROGLOBL,135.02,130.02,3.85
PARASPETRO,2.72,2.62,3.82
SWANDEF,2649.0,2551.5,3.82
UNIONBANK,182.5,175.8,3.81
SUTLEJTEX,40.44,38.98,3.75
RAJPUTANA,207.5,200.0,3.75
KOTHARIPET,149.53,144.12,3.75
DYNAMATECH,11403.0,10993.0,3.73
ATCENERGY,26.4,25.45,3.73
MMWL,15.05,14.51,3.72
WEIZMANIND,79.97,77.11,3.71
IEML,41.95,40.45,3.71
DUCON,3.08,2.97,3.7
PPSL,2.8,2.7,3.7
STYLAMIND,3594.3,3465.9,3.7
ACSTECH,45.97,44.33,3.7
GTECJAINX,30.07,29.0,3.69
SAVY,132.1,127.4,3.69
OSWALAGRO,42.57,41.06,3.68
RUPA,167.62,161.67,3.68
TRITURBINE,646.35,623.45,3.67
GRSE,2599.4,2507.3,3.67
SUNFLAG,388.95,375.3,3.64
SHARDAMOTR,934.15,901.35,3.64
KPL,2652.1,2559.1,3.63
SRM,529.05,510.55,3.62
779TN32,101.0,97.47,3.62
SGBJUN29II,14836.46,14320.99,3.6
ZENTEC,1734.6,1674.7,3.58
CMLL,579.95,559.95,3.57
KEEPLEARN,2.03,1.96,3.57
MANINDS,552.2,533.15,3.57
APOLSINHOT,1243.6,1200.8,3.56
DCMFINSERV,5.55,5.36,3.54
UJJIVANSFB,72.05,69.59,3.53
MAXESTATES,409.4,395.45,3.53
SAMMAANCAP,167.22,161.53,3.52
RELIANCE,1325.0,1280.0,3.52
KINGFA,5344.0,5163.5,3.5
MAFANG,205.91,198.96,3.49
SUMICHEM,525.2,507.55,3.48
NAHARCAP,273.78,264.58,3.48
ELECON,450.45,435.3,3.48
SEPC,6.54,6.32,3.48
CURRENT,106.0,102.45,3.47
DOLLAR,281.9,272.45,3.47
INDIGOPNTS,1128.6,1090.8,3.47
CREDITACC,1482.0,1432.5,3.46
AUBANK,1087.6,1051.3,3.45
RULKA,112.85,109.1,3.44
VISDEM,84.35,81.55,3.43
SIMCA,237.7,229.85,3.42
NEOCHEM,93.85,90.75,3.42
LCL,531.45,513.9,3.42
REMSONSIND,88.64,85.72,3.41
DVL,273.01,264.0,3.41
SAPPL,294.8,285.1,3.4
68GS2060,93.4,90.33,3.4
BANSALWIRE,331.1,320.35,3.36
GALAPREC,1162.2,1124.5,3.35
EMUDHRA,540.5,523.15,3.32
HPAL,35.15,34.02,3.32
SHOPERSTOP,419.5,406.05,3.31
GRPLTD,2042.2,1977.3,3.28
MON100,332.36,321.82,3.28
DELTIC,36.3,35.15,3.27
VEEDOL,1489.9,1442.9,3.26
SGBDC27VII,14750.0,14283.66,3.26
SAKAR,919.7,890.7,3.26
MUKTAARTS,58.78,56.94,3.23
KRISHNADEF,1176.9,1140.1,3.23
GATECH,0.64,0.62,3.23
RBS,93.0,90.1,3.22
MOREPENLAB,79.42,76.95,3.21
BEML,1725.1,1671.6,3.2
AIAENG,4795.4,4646.6,3.2
LATTEYS,20.41,19.78,3.19
CHOLAFIN,1940.0,1880.0,3.19
RKSWAMY,104.7,101.5,3.15
DRCSYSTEMS,13.76,13.34,3.15
AARTIIND,501.2,485.95,3.14
FINCABLES,1034.75,1003.35,3.13
KRONOX,166.78,161.73,3.12
PRECOT,852.65,826.85,3.12
GICL,19.59,19.0,3.11
RAPPID,329.95,320.0,3.11
GANGABATH,23.25,22.55,3.1
PSPPROJECT,973.95,944.75,3.09
DHUNINV,917.55,890.25,3.07
DCBBANK,194.93,189.12,3.07
MONQ50,146.88,142.52,3.06
ASIANHOTNR,316.0,306.65,3.05
MANCREDIT,252.56,245.1,3.04
MODEFENCE,106.1,102.97,3.04
INDUSINVIT,136.06,132.07,3.02
601GS2030,101.87,98.9,3.0
RAMKY,405.3,393.5,3.0
MACPOWER,1581.0,1534.9,3.0
IMAGICAA,51.1,49.61,3.0
SHIVALIK,259.72,252.21,2.98
ESPRIT,67.45,65.5,2.98
LAKPRE,5.2,5.05,2.97
KAUSHALYA,951.05,923.9,2.94
APARINDS,16126.0,15666.0,2.94
FIDEL,140.5,136.5,2.93
ARMOUR,19.3,18.75,2.93
BULKCORP,63.5,61.7,2.92
HAPPYFORGE,1870.0,1817.0,2.92
GMDCLTD,596.75,579.9,2.91
TATACAP,382.7,371.9,2.9
JMFINANCIL,129.78,126.12,2.9
PODDARMENT,256.9,249.65,2.9
MARUSHIKA,103.0,100.1,2.9
GREAVESCOT,201.55,195.92,2.87
EDELWEISS,121.16,117.78,2.87
SUDARSCHEM,1115.6,1084.5,2.87
CPPLUS,3656.2,3554.7,2.86
RBA,90.25,87.74,2.86
735NABAR31,1114.99,1084.0,2.86
SHYAMTEL,16.25,15.8,2.85
SBIN,1085.0,1055.0,2.84
TGL,20.05,19.5,2.82
VARROC,737.85,717.6,2.82
BALUFORGE,458.45,445.9,2.81
THEJO,2159.1,2100.2,2.8
INDIANB,877.9,854.0,2.8
SKMEGGPROD,237.19,230.74,2.8
TAALTECH,4110.2,3998.8,2.79
CHALET,863.1,839.65,2.79
SGBJ28VIII,14698.99,14300.0,2.79
SGBFEB28IX,14698.0,14300.0,2.78
FOCE,555.0,540.0,2.78
AKSHARCHEM,280.84,273.28,2.77
STAR,997.2,970.4,2.76
ASHIKAG,474.05,461.3,2.76
ALICON,737.9,718.05,2.76
CHOLAHLDNG,1648.0,1603.7,2.76
SUYOG,862.55,839.5,2.75
SMARTWORKS,485.0,472.0,2.75
WHIRLPOOL,830.45,808.3,2.74
GOLDAXIS,123.96,120.65,2.74
SGBJUN27,14650.0,14260.0,2.73
QPOWER,1157.0,1126.2,2.73
VAML,480.65,467.95,2.71
ARIHANTSUP,267.3,260.25,2.71
THOMASCOTT,310.5,302.4,2.68
BIOCON,436.6,425.2,2.68
PSUBANKADD,88.02,85.74,2.66
IFGLEXPOR,225.45,219.62,2.65
QGOLDHALF,122.69,119.54,2.64
PREMIUM,39.0,38.0,2.63
SCI,308.6,300.7,2.63
PARACABLES,66.05,64.36,2.63
SGBOCT27,14650.0,14275.0,2.63
ETML,84.0,81.85,2.63
RVNL,235.0,229.0,2.62
SGBJUL27,14599.0,14226.8,2.62
RHL,177.53,173.0,2.62
ORIANA,1468.15,1430.65,2.62
AKG,8.65,8.43,2.61
SUBEXLTD,14.13,13.77,2.61
SGBAUG29V,14789.38,14412.5,2.61
GROWWPSUBK,87.81,85.58,2.61
PARKHOSPS,292.25,284.85,2.6
VIDYAWIRES,94.86,92.46,2.6
GOLDBEES,122.48,119.39,2.59
MONOLITH,921.45,898.15,2.59
RAMASTEEL,4.77,4.65,2.58
AXISCADES,1631.4,1590.3,2.58
PDMJEPAPER,98.18,95.72,2.57
NAHARINDUS,121.08,118.05,2.57
DCMNVL,160.78,156.76,2.56
GOLDIETF,127.05,123.88,2.56
ABANSENT,26.48,25.82,2.56
ENSER,16.05,15.65,2.56
GOLDCASE,23.29,22.71,2.55
CHOICEGOLD,146.76,143.11,2.55
BAJAJINDEF,236.77,230.89,2.55
INDOAMIN,132.11,128.84,2.54
GUFICBIO,404.35,394.35,2.54
UNIONGOLD,145.3,141.7,2.54
PRECISION,8.1,7.9,2.53
PNBHOUSING,1150.0,1121.6,2.53
699GS2051,97.92,95.5,2.53
VENUSREM,1562.7,1524.3,2.52
FUSION,214.99,209.72,2.51
SINTERCOM,84.93,82.85,2.51
GOLDBETA,124.55,121.5,2.51
UTLSOLAR,400.65,390.85,2.51
MINDTECK,196.51,191.71,2.5
PHOGLOBAL,16.4,16.0,2.5
BLBLIMITED,16.06,15.67,2.49
FINPIPE,171.31,167.15,2.49
EGOLD,148.0,144.4,2.49
GROWWGOLD,14.46,14.11,2.48
GROWWDEFNC,96.73,94.39,2.48
LASA,7.85,7.66,2.48
GLAND,2608.3,2545.1,2.48
SETFGOLD,126.4,123.34,2.48
CUBEXTUB,80.05,78.12,2.47
IVZINGOLD,128.7,125.6,2.47
SGBAUG27,14690.0,14337.16,2.46
LAMOSAIC,54.2,52.9,2.46
SGBNV29VII,14679.99,14327.58,2.46
BANDHANBNK,174.66,170.46,2.46
ARTNIRMAN,41.75,40.75,2.45
GOLDADD,143.86,140.43,2.44
BSLGOLDETF,130.06,126.96,2.44
GOODLUCK,1534.1,1497.6,2.44
HDFCGOLD,126.44,123.44,2.43
SINCLAIR,76.59,74.77,2.43
GOLD1,123.49,120.57,2.42
GREENLAM,273.15,266.7,2.42
DEFENCE,80.9,78.99,2.42
TATAGOLD,14.37,14.03,2.42
QMSMEDI,114.51,111.82,2.41
INFINIUM,209.95,205.0,2.41
MEDANTA,1444.3,1410.3,2.41
CENTRUM,24.65,24.07,2.41
SGBSEP27,14745.71,14399.97,2.4
ROSSTECH,1090.2,1064.65,2.4
GOLDETF,143.77,140.4,2.4
KTKBANK,306.8,299.65,2.39
SUVIDHAA,2.58,2.52,2.38
TNPL,157.15,153.49,2.38
AONEGOLD,13.8,13.48,2.37
HEXATRADEX,164.01,160.22,2.37
TWCGOLDETF,147.5,144.09,2.37
BEL,399.2,390.0,2.36
GILT5BETA,67.26,65.71,2.36
SHILPAMED,738.8,721.75,2.36
STLNETWORK,24.71,24.14,2.36
MOGOLD,146.05,142.7,2.35
SGBSEP28VI,14734.55,14398.21,2.34
GOLD360,144.05,140.75,2.34
MAPMYINDIA,1070.7,1046.4,2.32
J&KBANK,160.08,156.46,2.31
LICMFGOLD,132.95,129.95,2.31
VADILALIND,7327.5,7162.0,2.31
PRECWIRE,418.95,409.5,2.31
TECHD,606.6,592.95,2.3
SHALPAINTS,88.17,86.19,2.3
IIFL060326,1025.0,1002.0,2.3
GARUDA,182.45,178.36,2.29
BBNPPGOLD,142.95,139.75,2.29
PSUBNKIETF,88.27,86.29,2.29
SGBAPR28I,14697.55,14368.87,2.29
SIMPLEXINF,237.48,232.16,2.29
ALANKIT,8.09,7.91,2.28
HINDCOPPER,545.95,533.8,2.28
SOCL,27.1,26.5,2.26
DELTAMAGNT,58.44,57.15,2.26
SGBFEB32IV,15121.34,14787.81,2.26
SGBMAR28X,14730.0,14403.84,2.26
GMRP&UI,97.83,95.67,2.26
RELAXO,425.55,416.15,2.26
SGBJAN29X,14617.5,14295.2,2.25
SGFIN,709.85,694.25,2.25
MOMETAL,13.17,12.88,2.25
BEACON,88.7,86.75,2.25
SGBAUG28V,14694.58,14371.42,2.25
JISLDVREQS,23.15,22.64,2.25
UNOMINDA,1278.0,1250.0,2.24
TREL,24.63,24.09,2.24
EMMIL,128.4,125.6,2.23
TIGERLOGS,26.57,25.99,2.23
SGBOCT27VI,14649.99,14330.0,2.23
SONAL,89.95,88.0,2.22
GOLDBND,147.78,144.59,2.21
SGBJUL29IV,14620.0,14303.25,2.21
NCLIND,177.69,173.85,2.21
BANKBARODA,251.0,245.6,2.2
COHANCE,438.9,429.45,2.2
SGBMR29XII,14716.5,14400.0,2.2
ASTRON,3.72,3.64,2.2
MBAPL,160.39,156.93,2.2
BANKPSU,87.9,86.01,2.2
BASF,4125.0,4036.6,2.19
TIMESCAN,42.0,41.1,2.19
TMB,873.4,854.65,2.19
ESFL,114.8,112.35,2.18
DREAMFOLKS,70.66,69.16,2.17
LALPATHLAB,1928.0,1887.1,2.17
ZEEMEDIA,7.1,6.95,2.16
ECOLINE,196.3,192.15,2.16
AGARWALEYE,532.3,521.05,2.16
CANBK,131.7,128.91,2.16
FEDFINA,152.53,149.31,2.16
LOYALTEX,214.53,210.0,2.16
MASPTOP50,80.94,79.23,2.16
TDPOWERSYS,1227.7,1201.9,2.15
SPECTRUM,2568.0,2514.2,2.14
SECMARK,126.0,123.36,2.14
VOEPL,508.7,498.1,2.13
KENNAMET,3123.7,3058.6,2.13
SGBDE31III,15024.28,14711.21,2.13
CREATIVEYE,6.27,6.14,2.12
SATIPOLY,45.75,44.8,2.12
GULFOILLUB,1204.5,1179.6,2.11
648GS2035,101.2,99.11,2.11
TMCV,459.65,450.2,2.1
BUTTERFLY,681.65,667.6,2.1
SGBJU29III,14617.6,14316.58,2.1
PPL,262.45,257.05,2.1
POONAWALLA,490.85,480.75,2.1
DHANUKA,1026.6,1005.5,2.1
NAVA,594.2,582.0,2.1
OMPOWER,172.57,169.04,2.09
SGBMAY28,14604.79,14306.01,2.09
JPOLYINVST,1065.8,1044.1,2.08
MANUGRAPH,16.22,15.89,2.08
OLIL,417.0,408.5,2.08
SGBSEP29VI,14701.39,14402.18,2.08
HSBCGOLD,128.59,125.97,2.08
GEOJITFSL,78.54,76.95,2.07
GAYAHWS,1.98,1.94,2.06
SGBJUN28,14657.46,14361.72,2.06
SURANI,99.0,97.0,2.06
HUHTAMAKI,289.95,284.1,2.06
SGBMAY29I,14616.33,14323.1,2.05
PAR,100.92,98.89,2.05
GATECHDVR,0.5,0.49,2.04
PSUBNKBEES,97.35,95.4,2.04
OILIETF,11.5,11.27,2.04
TOKYOPLAST,81.0,79.38,2.04
ANIKINDS,43.09,42.23,2.04
VRLLOG,284.65,279.0,2.03
BIMETAL,660.15,647.05,2.02
SGBDE30III,14757.55,14465.0,2.02
SGBN28VIII,14614.32,14325.56,2.02
CMRGREEN,231.47,226.88,2.02
PRAVEG,287.25,281.55,2.02
ITI,287.25,281.6,2.01
ARCHIDPLY,82.04,80.42,2.01
891IIFCL34,1269.0,1244.17,2.0
GAUDIUMIVF,133.62,131.0,2.0
KAYTEX,58.65,57.5,2.0
VINYAS,1269.6,1244.75,2.0
AVATAR,193.9,190.1,2.0
IRCTC,520.45,510.25,2.0
LOKESHMACH,344.85,338.1,2.0
NRL,115.36,113.1,2.0
105IIFL29,1076.0,1055.0,1.99
INDPRUD,6472.5,6346.0,1.99
SHREEPUSHK,424.75,416.45,1.99
PENINLAND,16.44,16.12,1.99
BAFNAPH,284.55,279.0,1.99
APLLTD,834.45,818.2,1.99
INNOMET,186.8,183.15,1.99
AWL,197.38,193.54,1.98
SGBJUN30,14694.4,14408.75,1.98
SGBMAR30X,14660.34,14376.81,1.97
WINDLAS,873.75,856.85,1.97
ESAFSFB,42.54,41.72,1.97
CENTURYPLY,783.75,768.6,1.97
BANK10BETF,21.29,20.88,1.96
BOROLTD,247.99,243.22,1.96
AAATECH,93.12,91.33,1.96
SGBOC28VII,14612.0,14331.0,1.96
RUSHIL,18.17,17.82,1.96
NIPPOBATRY,333.45,327.05,1.96
PSUBANK,86.96,85.29,1.96
87HMDA33,104073.29,102070.0,1.96
REDTAPE,136.86,134.24,1.95
VLEGOV,10.97,10.76,1.95
GSLSU,29.21,28.65,1.95
NUVOCO,352.85,346.1,1.95
SGBFEB29XI,14679.16,14399.0,1.95
OPTIVALUE,157.55,154.55,1.94
SGBAUG30,14728.17,14448.5,1.94
VIJIFIN,11.03,10.82,1.94
EKC,111.65,109.53,1.94
EUROTEXIND,13.11,12.86,1.94
BLUEWATER,423.0,415.0,1.93
MARKOLINES,180.65,177.23,1.93
965SCL25C,451.8,443.25,1.93
SHK,170.06,166.86,1.92
SENSEXAXIS,81.82,80.28,1.92
PRAKASH,128.72,126.29,1.92
ARFIN,86.98,85.34,1.92
AADHARHFC,514.9,505.2,1.92
RELCHEMQ,130.03,127.59,1.91
CARYSIL,1213.9,1191.1,1.91
ETERNAL,316.25,310.35,1.9
SUPERSPIN,6.48,6.36,1.89
MAITREYA,124.3,122.0,1.89
NINSYS,734.9,721.25,1.89
KOKUYOCMLN,89.95,88.28,1.89
OMAXE,87.35,85.74,1.88
SGBMAR31IV,14838.89,14565.0,1.88
AARTISURF,551.35,541.15,1.88
CUB,208.39,204.56,1.87
ABFRL,63.26,62.1,1.87
AMBALALSA,43.7,42.9,1.86
BHADORA,87.75,86.15,1.86
SKYGOLD,691.15,678.6,1.85
OMFREIGHT,89.29,87.67,1.85
CAPACITE,225.92,221.83,1.84
CORDELIA,846.35,831.05,1.84
SGBJUL28IV,14592.56,14329.0,1.84
HATSUN,927.25,910.6,1.83
12VCCL29B,99998.99,98200.0,1.83
INDGN,550.2,540.3,1.83
SBIETFQLTY,228.14,224.03,1.83
JSWDULUX,3077.0,3022.1,1.82
870IIFL28,1029.91,1011.5,1.82
GRAPHITE,722.05,709.15,1.82
SBFC,95.29,93.59,1.82
MEP,0.56,0.55,1.82
TOUCHWOOD,67.09,65.89,1.82
EXICOM,169.56,166.54,1.81
SUPREMEENG,2.25,2.21,1.81
GRAVITA,1719.1,1688.8,1.79
SELMC,27.98,27.49,1.78
MFML,19.44,19.1,1.78
CHEMICAL,30.9,30.36,1.78
KNAGRI,211.65,207.94,1.78
RITES,231.38,227.35,1.77
SGBSEP31II,14874.69,14615.67,1.77
WELCORP,1819.6,1788.1,1.76
SGBJAN29IX,14601.99,14350.0,1.76
AUROIMPEX,26.15,25.7,1.75
IOB,34.8,34.2,1.75
HOMESFY,119.05,117.0,1.75
SHREEJISPG,673.3,661.75,1.75
UTTAMSUGAR,254.82,250.44,1.75
SUNTECH,34.8,34.2,1.75
LEMERITE,23.79,23.38,1.75
ASHIMASYN,18.12,17.81,1.74
TITAN,4998.0,4912.4,1.74
MADHUCON,5.25,5.16,1.74
THELEELA,511.0,502.25,1.74
JOCIL,149.55,147.0,1.73
CAPLIPOINT,2585.8,2541.8,1.73
HGINFRA,552.3,542.9,1.73
RHETAN,32.85,32.29,1.73
ANSALAPI,3.57,3.51,1.71
POWERMECH,2617.0,2573.1,1.71
AEGISVOPAK,288.7,283.85,1.71
URAVIDEF,114.22,112.3,1.71
NIBE,1420.9,1397.2,1.7
VIPCLOTHNG,21.64,21.28,1.69
CYBERMEDIA,16.2,15.93,1.69
CRISIL,4550.6,4475.6,1.68
CLEDUCATE,59.77,58.78,1.68
ENCOMPAS,258.3,254.05,1.67
UFLEX,483.9,475.95,1.67
GUJTHEM,361.9,355.95,1.67
SNEHAA,45.75,45.0,1.67
MASKINVEST,152.0,149.5,1.67
KHAICHEM,53.56,52.68,1.67
SEYAIND,12.77,12.56,1.67
ANANDRATHI,2071.5,2037.6,1.66
SHRIRAMFIN,1141.0,1122.4,1.66
948SCL26A,332.44,327.0,1.66
KUSUMGAR,650.5,639.9,1.66
EMAMILTD,409.0,402.35,1.65
PATINTLOG,14.79,14.55,1.65
VINATIORGA,1349.6,1327.7,1.65
GAEL,177.72,174.83,1.65
PARAS,1316.7,1295.3,1.65
LEXUS,14.79,14.55,1.65
BVCL,42.53,41.84,1.65
HALDER,260.77,256.56,1.64
21STCENMGM,43.3,42.6,1.64
SURYAROSNI,250.73,246.68,1.64
PRAMARA,120.6,118.65,1.64
HEALTHADD,16.87,16.6,1.63
3IINFOLTD,25.5,25.09,1.63
CSM,102.58,100.94,1.62
RAMCOCEM,937.1,922.15,1.62
EXXARO,6.27,6.17,1.62
HSCL,761.0,748.95,1.61
GROWWCHEM,30.97,30.48,1.61
LMW,16635.0,16372.0,1.61
DICIND,523.25,514.95,1.61
VBL,444.0,437.0,1.6
SGBJAN30IX,14641.0,14410.01,1.6
NILAINFRA,7.63,7.51,1.6
SBIBPB,50.18,49.39,1.6
APSISAERO,457.0,449.8,1.6
RSL,152.85,150.45,1.6
STUDDS,446.55,439.5,1.6
DAMODARIND,28.5,28.05,1.6
