SYMBOL,CLOSE,PREV_CLOSE,PCT_CHANGE
PGHL,6144.5,6068.0,1.26
JSWCEMENT,134.29,132.62,1.26
888ECL28,999.39,987.0,1.26
IT,34.87,34.44,1.25
WEALTH,937.55,925.95,1.25
CENTENKA,610.25,602.7,1.25
FRACTAL,817.7,807.6,1.25
CRISIL,4607.0,4550.6,1.24
GRINDWELL,2133.8,2107.6,1.24
SGBJAN29X,14799.0,14617.5,1.24
DWARKESH,40.87,40.37,1.24
UCAL,118.46,117.01,1.24
RITES,234.24,231.38,1.24
SGBDEC26,14735.0,14555.0,1.24
IVC,8.19,8.09,1.24
HDFCNIFIT,33.66,33.25,1.23
KRBL,378.65,374.05,1.23
CENTEXT,23.0,22.72,1.23
VINSYS,577.0,570.0,1.23
SGBNOV26,14777.0,14599.0,1.22
SBIETFIT,350.14,345.92,1.22
ITBEES,34.98,34.56,1.22
LTTS,3598.7,3555.4,1.22
ONESOURCE,1576.0,1557.1,1.21
MARALOVER,54.51,53.86,1.21
ARFIN,88.03,86.98,1.21
RCOM,0.84,0.83,1.2
OILCOUNTUB,60.73,60.01,1.2
PNGJL,642.85,635.2,1.2
ICIL,426.6,421.55,1.2
IKIO,204.05,201.65,1.19
TNIDETF,90.15,89.09,1.19
EFORCE,21.25,21.0,1.19
DHUNINV,928.5,917.55,1.19
RML,1053.7,1041.4,1.18
SGBMAY28,14777.2,14604.79,1.18
SAJHOTELS,42.95,42.45,1.18
SILVERTUC,195.88,193.6,1.18
PILITA,8.61,8.51,1.18
REDINGTON,354.85,350.75,1.17
NURECA,342.6,338.65,1.17
TRIVENI,233.22,230.53,1.17
ELPROINTL,180.06,177.98,1.17
INDNIPPON,1166.0,1152.5,1.17
NCLIND,179.74,177.69,1.15
TUNWAL,26.4,26.1,1.15
3IINFOLTD,25.79,25.5,1.14
PELATRO,285.0,281.8,1.14
ACUTAAS,3297.9,3260.6,1.14
TATACOMM,1755.2,1735.5,1.14
PROZONER,42.74,42.26,1.14
QUALITY30,21.46,21.22,1.13
SHINDL,162.61,160.79,1.13
GOLDBND,149.45,147.78,1.13
ADROITINFO,9.92,9.81,1.12
SBIN,1097.2,1085.0,1.12
JINDWORLD,38.93,38.5,1.12
TRIDENT,25.18,24.9,1.12
TNTELE,9.03,8.93,1.12
HINDWAREAP,221.04,218.59,1.12
SGBJAN30IX,14803.03,14641.0,1.11
SBIMIDMOM,63.91,63.21,1.11
NDLVENTURE,129.79,128.37,1.11
KPITTECH,629.9,623.0,1.11
WELCORP,1839.8,1819.6,1.11
ORBTEXP,252.72,249.94,1.11
INDIANHUME,392.1,387.8,1.11
PIXTRANS,1717.2,1698.6,1.1
SWELECTES,670.6,663.3,1.1
CARERATING,1749.2,1730.1,1.1
GOKEX,805.5,796.7,1.1
SGBSEP29VI,14863.33,14701.39,1.1
KRMAYURVED,302.0,298.7,1.1
ISHANCH,49.54,49.0,1.1
CANHLIFE,152.19,150.55,1.09
WENDT,8151.0,8063.5,1.09
MANOMAY,218.79,216.43,1.09
TGBHOTELS,9.3,9.2,1.09
JAGRAN,63.46,62.78,1.08
READYMIX,113.8,112.6,1.07
TVSSCS,133.79,132.38,1.07
HDFCPSUBK,88.63,87.69,1.07
GROWWHOSPI,54.57,53.99,1.07
PDSL,361.85,358.05,1.06
SENORES,1342.6,1328.5,1.06
LASERPOWER,295.1,292.0,1.06
SGBOC28VII,14766.77,14612.0,1.06
CHAMUNDA,43.45,43.0,1.05
RAMASTEEL,4.82,4.77,1.05
GRAUWEIL,69.97,69.24,1.05
MNC,34.76,34.4,1.05
ATMASTCO,149.55,148.0,1.05
MOREPENLAB,80.25,79.42,1.05
GROWWSLVR,22.21,21.98,1.05
CONS,12.68,12.55,1.04
WINDLAS,882.85,873.75,1.04
KTKBANK,310.0,306.8,1.04
SGIL,603.3,597.1,1.04
JASH,498.1,493.0,1.03
AMDIND,46.87,46.39,1.03
MITCON,79.32,78.51,1.03
764HUDCO31,1127.52,1116.07,1.03
ARHAM,186.5,184.6,1.03
SGBJU29III,14766.66,14617.6,1.02
SGBD29VIII,14811.05,14661.84,1.02
RAJRILTD,21.85,21.63,1.02
UMA,14.85,14.7,1.02
VINYAS,1282.5,1269.6,1.02
SGBOCT27VI,14799.87,14649.99,1.02
BLUEJET,593.9,587.9,1.02
RTNINDIA,31.79,31.47,1.02
RELIABLE,147.12,145.64,1.02
WOMANCART,94.9,93.95,1.01
NIFTYQLITY,22.01,21.79,1.01
GOLD360,145.5,144.05,1.01
MAHSEAMLES,589.7,583.8,1.01
MONEXT50,74.87,74.12,1.01
AMJLAND,39.36,38.97,1.0
GOLD1,124.73,123.49,1.0
HIRECT,1310.2,1297.2,1.0
SIMBHALS,7.07,7.0,1.0
JARO,458.2,453.65,1.0
KANPRPLA,209.09,207.03,1.0
ANDHRSUGAR,87.98,87.12,0.99
UFLEX,488.7,483.9,0.99
SYNGENE,403.7,399.75,0.99
SAHYADRI,335.45,332.15,0.99
SKFINDIA,1534.3,1519.2,0.99
DHAMPURSUG,150.89,149.41,0.99
694GS2036,102.5,101.5,0.99
HINDCOMPOS,424.0,419.9,0.98
OSWALPUMPS,326.1,322.95,0.98
837IIFL28,990.8,981.2,0.98
ITIETF,34.88,34.54,0.98
LANCORHOL,25.76,25.51,0.98
LICMFGOLD,134.25,132.95,0.98
PRIMO,23.96,23.73,0.97
TSFINV,441.95,437.7,0.97
KREBSBIO,55.04,54.51,0.97
866IIFC34B,1252.0,1240.0,0.97
TFL,11.6,11.49,0.96
SHRINGARMS,233.34,231.13,0.96
WEWORK,755.4,748.2,0.96
MOGOLD,147.45,146.05,0.96
BRNL,17.79,17.62,0.96
CHOICEIN,841.15,833.2,0.95
SGBAUG30,14867.88,14728.17,0.95
TWCGOLDETF,148.89,147.5,0.94
862AEL31,1015.0,1005.55,0.94
QGOLDHALF,123.84,122.69,0.94
DISAQ,11880.0,11769.0,0.94
BEPL,123.57,122.42,0.94
ADL,70.76,70.1,0.94
SRHHYPOLTD,517.45,512.65,0.94
BBNPPGOLD,144.3,142.95,0.94
VRAJ,123.4,122.26,0.93
ENDURANCE,2904.5,2877.7,0.93
IRISDOREME,54.52,54.02,0.93
PCJEWELLER,9.77,9.68,0.93
BAJAJST,390.4,386.8,0.93
SBIBPB,50.64,50.18,0.92
GOACARBON,383.5,380.0,0.92
EKC,112.68,111.65,0.92
GOLDBETA,125.7,124.55,0.92
ZEAL,66.0,65.4,0.92
SHREERAMA,38.38,38.03,0.92
SECMARK,127.15,126.0,0.91
BSLGOLDETF,131.25,130.06,0.91
BAJAJCON,537.45,532.6,0.91
SHANKARA,142.28,140.99,0.91
865IIFL31,998.99,990.0,0.91
ATLANTAELE,1607.4,1592.9,0.91
HERITGFOOD,361.8,358.55,0.91
DCI,354.05,350.9,0.9
CESC,163.94,162.48,0.9
VENUSPIPES,1604.0,1589.9,0.89
GEECEE,363.45,360.25,0.89
PARADEEP,149.45,148.13,0.89
VASWANI,52.14,51.68,0.89
GUJRAFFIA,40.28,39.93,0.88
GOLDADD,145.12,143.86,0.88
SHRADHA,34.22,33.92,0.88
NITINSPIN,577.4,572.35,0.88
1050UCL28,1034.0,1025.0,0.88
GOLDETF,145.03,143.77,0.88
NEXT50BETA,80.47,79.77,0.88
THYROCARE,603.25,598.05,0.87
INFY,1175.1,1165.0,0.87
RIR,161.44,160.05,0.87
AONEGOLD,13.92,13.8,0.87
GSPCROP,597.5,592.35,0.87
VGINFOTECH,157.0,155.65,0.87
EMAMILTD,412.55,409.0,0.87
KRITIKA,5.79,5.74,0.87
737GS2028,104.6,103.7,0.87
695GS2061,94.0,93.2,0.86
ASHOKAMET,14.23,14.11,0.85
LIKHITHA,221.93,220.06,0.85
INDSWFTLAB,228.41,226.48,0.85
ALMONDZ,14.47,14.35,0.84
TATAGOLD,14.49,14.37,0.84
CINELINE,90.83,90.07,0.84
SGBMR29XII,14840.0,14716.5,0.84
SOLARINDS,18650.0,18496.0,0.83
LENSKART,569.7,565.0,0.83
NILASPACES,12.27,12.17,0.82
FALCONTECH,12.35,12.25,0.82
EPACK,229.48,227.61,0.82
ONDOOR,252.0,249.95,0.82
GOLDCASE,23.48,23.29,0.82
ALLTIME,219.59,217.82,0.81
SGBMAY29I,14734.67,14616.33,0.81
NELCAST,125.61,124.6,0.81
GTLINFRA,1.24,1.23,0.81
SGBMAR28X,14849.98,14730.0,0.81
VIESL,312.5,310.0,0.81
ESSENTIA,1.24,1.23,0.81
741GS2036,105.5,104.65,0.81
WSTCSTPAPR,599.1,594.35,0.8
STLTECH,638.9,633.85,0.8
SACHEEROME,459.35,455.7,0.8
BANKPSU,88.6,87.9,0.8
GODIGIT,272.25,270.1,0.8
SENSEXBETA,870.65,863.74,0.8
HDFCGOLD,127.45,126.44,0.8
BIMETAL,665.45,660.15,0.8
KERNEX,2451.8,2432.5,0.79
BAHETI,769.55,763.5,0.79
HINDUNILVR,2096.0,2079.5,0.79
IDEA,12.73,12.63,0.79
VIVIANA,715.8,710.2,0.79
SGBJUL28IV,14707.95,14592.56,0.79
SGBJUL29IV,14735.25,14620.0,0.79
SGBSEP28VI,14850.0,14734.55,0.78
LAURUSLABS,1844.3,1830.0,0.78
VOLTAS,1285.0,1275.0,0.78
EGOLD,149.15,148.0,0.78
SGBNV29VII,14794.29,14679.99,0.78
MEDANTA,1455.6,1444.3,0.78
GLAXO,2599.7,2579.5,0.78
PLAZACABLE,47.8,47.43,0.78
HDFCGROWTH,123.36,122.4,0.78
BANDHANBNK,176.02,174.66,0.78
PSRAJ,77.75,77.15,0.78
HECPROJECT,132.75,131.74,0.77
GROWW,190.5,189.04,0.77
KAYTEX,59.1,58.65,0.77
SHARDAMOTR,941.3,934.15,0.77
MOQUALITY,207.3,205.72,0.77
INDGN,554.45,550.2,0.77
WIPRO,187.53,186.12,0.76
GROWWGOLD,14.57,14.46,0.76
MANORAMA,1636.2,1623.9,0.76
GMMPFAUDLR,987.3,979.85,0.76
GRAVITA,1732.1,1719.1,0.76
APEXECO,273.05,271.0,0.76
TANLA,613.55,608.9,0.76
FEDERALBNK,356.25,353.55,0.76
MADHUCON,5.29,5.25,0.76
SETFGOLD,127.36,126.4,0.76
NECLIFE,10.58,10.5,0.76
MANAPPURAM,366.75,364.0,0.76
VTL,606.75,602.2,0.76
URBANCO,143.74,142.67,0.75
BANCOINDIA,686.95,681.85,0.75
GOLDBEES,123.4,122.48,0.75
MOMNC,33.74,33.49,0.75
TBZ,273.0,271.0,0.74
RELIANCE,1334.8,1325.0,0.74
HATHWAY,10.91,10.83,0.74
KOTYARK,40.68,40.38,0.74
LAMBODHARA,115.12,114.27,0.74
FLAIR,252.4,250.55,0.74
RUBFILA,73.52,72.99,0.73
MAMATA,428.2,425.1,0.73
EFFWA,379.75,377.0,0.73
ABSLMSCIN,30.44,30.22,0.73
IFGLEXPOR,227.1,225.45,0.73
VESUVIUS,449.1,445.85,0.73
OSIAHYPER,2.77,2.75,0.73
STLNETWORK,24.89,24.71,0.73
MONOLITH,928.2,921.45,0.73
LIBAS,9.78,9.71,0.72
MADHUSUDAN,225.3,223.7,0.72
CEREBRAINT,2.81,2.79,0.72
676GS2061,93.37,92.7,0.72
CHOICEGOLD,147.82,146.76,0.72
DCMSRIND,43.07,42.76,0.72
NIF100BEES,274.78,272.82,0.72
WOL3D,142.0,141.0,0.71
HDFCQUAL,59.8,59.38,0.71
AMCL,395.0,392.25,0.7
IVZINGOLD,129.6,128.7,0.7
PATANJALI,357.5,355.0,0.7
PSUBNKBEES,98.03,97.35,0.7
SGBJAN29IX,14704.28,14601.99,0.7
INDUSTOWER,386.0,383.3,0.7
ANANTAM,105.47,104.74,0.7
733GS2026,102.2,101.5,0.69
HITECHCORP,322.3,320.1,0.69
UNIONGOLD,146.3,145.3,0.69
SPCL,66.0,65.55,0.69
MOMGF,167.9,166.75,0.69
MACOBSTECH,210.55,209.1,0.69
SHEETAL,335.35,333.05,0.69
KAYNES,3856.3,3830.0,0.69
76NHAI31,1120.54,1113.0,0.68
HDFCMOMENT,31.24,31.03,0.68
INDUSINVIT,136.98,136.06,0.68
TINNARUBR,1108.1,1100.6,0.68
GROWWPSUBK,88.41,87.81,0.68
KILITCH,193.52,192.23,0.67
MANGALAM,27.19,27.01,0.67
KALAMANDIR,88.77,88.18,0.67
VALUE360,75.0,74.5,0.67
EXCELSOFT,83.65,83.09,0.67
AFIL,9.12,9.06,0.66
MOTOUR,80.98,80.45,0.66
KAMOPAINTS,4.59,4.56,0.66
GOLDAXIS,124.78,123.96,0.66
SGBAPR28I,14795.06,14697.55,0.66
MINDACORP,721.65,716.9,0.66
GROWWLOVOL,10.71,10.64,0.66
STAR,1003.8,997.2,0.66
ALICON,742.75,737.9,0.66
TIINDIA,2772.0,2753.8,0.66
BALRAMCHIN,633.45,629.3,0.66
EICHERMOT,8020.0,7967.5,0.66
KFINTECH,936.0,930.0,0.65
KKJEWELS,101.0,100.35,0.65
SGBAUG28V,14789.82,14694.58,0.65
MOTISONS,13.96,13.87,0.65
BCG,9.3,9.24,0.65
SANATHAN,477.8,474.7,0.65
JTLIND,77.31,76.81,0.65
SURYAROSNI,252.35,250.73,0.65
MOL,52.62,52.28,0.65
RADICO,4499.0,4470.0,0.65
GOLDIETF,127.88,127.05,0.65
DAVANGERE,3.11,3.09,0.65
CORONA,2058.8,2045.5,0.65
TAINWALCHM,207.5,206.16,0.65
21STCENMGM,43.58,43.3,0.65
SGBMAR30X,14755.01,14660.34,0.65
BSE,3457.1,3435.0,0.64
VERTOZ,35.96,35.73,0.64
ACCPL,181.0,179.85,0.64
TREEHOUSE,6.3,6.26,0.64
PPLPHARMA,209.55,208.24,0.63
MYMUDRA,80.0,79.5,0.63
DCMSHRIRAM,1016.8,1010.4,0.63
WIPL,168.05,167.0,0.63
MODEFENCE,106.77,106.1,0.63
VIDYAWIRES,95.46,94.86,0.63
DELAPLEX,88.95,88.4,0.62
JUBLPHARMA,932.0,926.25,0.62
ADANIENSOL,1630.1,1620.0,0.62
BRANDMAN,178.0,176.9,0.62
DRAGARWQ,5285.5,5253.0,0.62
BHARTIARTL,1959.9,1948.0,0.61
SETFNN50,801.58,796.72,0.61
BELLACASA,241.85,240.39,0.61
URJA,9.84,9.78,0.61
GROWWPOWER,11.54,11.47,0.61
PSUBANKADD,88.56,88.02,0.61
OFSS,11805.0,11735.0,0.6
UNIONBANK,183.6,182.5,0.6
SBINMID150,23.38,23.24,0.6
LAXMIINDIA,134.06,133.26,0.6
ADVENTHTL,147.67,146.8,0.59
SIMPLEXINF,238.87,237.48,0.59
NECCLTD,15.23,15.14,0.59
SHETHJI,163.1,162.15,0.59
RGL,123.2,122.48,0.59
720PFCL36,1020.95,1015.0,0.59
DELPHIFX,6.77,6.73,0.59
SEDEMAC,2810.4,2794.3,0.58
AHLEAST,143.23,142.41,0.58
GREENLEAF,113.0,112.35,0.58
SGBDE30III,14842.46,14757.55,0.58
GVPTECH,6.94,6.9,0.58
AKG,8.7,8.65,0.58
RAJRATAN,525.0,521.95,0.58
MAITHANALL,973.35,967.7,0.58
BIRLACORPN,914.35,909.1,0.58
KANSAINER,212.35,211.12,0.58
MCCHRLS-B,679.85,675.9,0.58
CONSUMAXIS,125.84,125.12,0.58
GMRAIRPORT,107.2,106.59,0.57
IFBAGRO,973.75,968.25,0.57
INDUSINDBK,1022.0,1016.2,0.57
HDFCLOWVOL,21.3,21.18,0.57
BCLIND,36.96,36.75,0.57
SINCLAIR,77.03,76.59,0.57
MFML,19.55,19.44,0.57
97MOFSL34,1080.25,1074.08,0.57
NINSYS,739.1,734.9,0.57
SGBJUN28,14741.25,14657.46,0.57
TARIL,297.8,296.15,0.56
ACCELYA,1143.6,1137.2,0.56
TCPLPACK,3148.9,3131.4,0.56
ZYDUSLIFE,1114.2,1108.0,0.56
INFRABEES,982.84,977.36,0.56
PSUBNKIETF,88.76,88.27,0.56
MANAKCOAT,114.51,113.87,0.56
897GS2030,111.62,111.0,0.56
NIMBSPROJ,182.0,181.0,0.55
UNOMINDA,1285.0,1278.0,0.55
SHREYANIND,142.33,141.55,0.55
ASMS,7.25,7.21,0.55
HARIOMPIPE,398.9,396.7,0.55
CYBERTECH,138.24,137.49,0.55
PSUBANK,87.44,86.96,0.55
CHEMFAB,369.0,367.0,0.54
SSDL,53.83,53.54,0.54
84TCHF28,1056.99,1051.27,0.54
SREEL,216.53,215.37,0.54
SAKAR,924.65,919.7,0.54
AJANTPHARM,3489.2,3470.4,0.54
TALBROAUTO,439.35,437.0,0.54
MOMENTUM50,54.0,53.71,0.54
ASTRON,3.74,3.72,0.54
ARVEE,156.52,155.7,0.53
MONARCH,390.65,388.6,0.53
TCIFINANCE,15.16,15.08,0.53
CHETANA,47.25,47.0,0.53
BEDMUTHA,113.01,112.41,0.53
PREMIERENE,1047.2,1041.7,0.53
VENKEYS,1573.4,1565.1,0.53
SUKHJITS,162.04,161.2,0.52
PFS,29.02,28.87,0.52
NOVAAGRI,23.18,23.06,0.52
JSWENERGY,564.4,561.5,0.52
LGEINDIA,1586.5,1578.3,0.52
MANINDS,555.05,552.2,0.52
CAPINVIT,75.91,75.52,0.52
ASTAR,593.05,590.0,0.52
RACLGEAR,1482.7,1475.0,0.52
V2RETAIL,219.44,218.31,0.52
TATAPOWER,380.55,378.6,0.52
IRBINVIT,64.2,63.87,0.52
MOIPO,48.27,48.02,0.52
SJLOGISTIC,316.7,315.05,0.52
DRONE,39.75,39.55,0.51
VAL30IETF,15.63,15.55,0.51
SOMATEX,94.86,94.38,0.51
GROWWDEFNC,97.22,96.73,0.51
NV20IETF,13.91,13.84,0.51
GODREJIND,1311.5,1304.8,0.51
JAMNAAUTO,144.7,143.97,0.51
SHAH,3.91,3.89,0.51
DIVOPPBEES,79.88,79.48,0.5
DAICHI,323.8,322.2,0.5
IOC,143.38,142.66,0.5
BALAXI,24.32,24.2,0.5
BIOFILCHEM,32.39,32.23,0.5
1018GS2026,104.53,104.01,0.5
12AFIL28,9901.0,9852.0,0.5
VEEDOL,1497.3,1489.9,0.5
PVRINOX,1156.0,1150.4,0.49
SBIFUNDS,571.75,568.95,0.49
LGHL,202.82,201.83,0.49
EPIGRAL,1101.2,1095.8,0.49
MASTEK,1832.0,1823.0,0.49
867PFCL33,1261.21,1255.05,0.49
SUNDRMFAST,1090.55,1085.25,0.49
TECHLABS,121.9,121.3,0.49
ABMINTLLTD,41.61,41.41,0.48
INTENTECH,83.39,82.99,0.48
NEXT30ADD,44.26,44.05,0.48
MAHEPC,108.22,107.7,0.48
TMPV,347.0,345.35,0.48
JETFREIGHT,23.05,22.94,0.48
AVIANSH,105.5,105.0,0.48
PFC,420.0,418.0,0.48
MURUDCERA,31.1,30.95,0.48
PCCL,297.4,296.0,0.47
TI,490.75,488.45,0.47
SYRMA,1424.7,1418.0,0.47
GGBL,254.85,253.65,0.47
INDIQUBE,182.6,181.75,0.47
GROWWSC250,10.69,10.64,0.47
HPIL,129.45,128.85,0.47
SHADOWFAX,241.24,240.1,0.47
SOMICONVEY,91.84,91.42,0.46
COMPUSOFT,13.14,13.08,0.46
QUAL30IETF,21.75,21.65,0.46
FMCGADD,49.83,49.6,0.46
574GS2026,101.45,100.99,0.46
BLUEWATER,424.95,423.0,0.46
ARE&M,931.7,927.45,0.46
AETHER,1591.6,1584.4,0.45
SGBSEP31II,14941.96,14874.69,0.45
AERON,77.9,77.55,0.45
BEL,401.0,399.2,0.45
KSR,29.18,29.05,0.45
NATCOPHARM,916.65,912.5,0.45
PNB,114.81,114.3,0.45
SOFTTECH,420.0,418.1,0.45
CEIGALL,333.35,331.9,0.44
MUNJALSHOW,134.21,133.62,0.44
CUMMINSIND,5426.0,5402.0,0.44
MIDCAPBETA,236.76,235.73,0.44
ZYDUSWELL,533.85,531.5,0.44
SHRIKANHA,22.65,22.55,0.44
RATEGAIN,949.15,944.95,0.44
SHREDIGCEM,72.54,72.22,0.44
ONGC,238.85,237.8,0.44
KRIDHANINF,2.29,2.28,0.44
ORCHPHARMA,1001.85,997.55,0.43
DEEM,46.6,46.4,0.43
PRESTIGE,1584.8,1578.0,0.43
IRMENERGY,294.25,293.0,0.43
MTNL,27.81,27.69,0.43
NDL,2.32,2.31,0.43
MAKEINDIA,169.61,168.89,0.43
SGBJUN31I,14878.8,14815.09,0.43
APEX,376.75,375.15,0.43
SNXT30BEES,43.99,43.8,0.43
MID150CASE,11.8,11.75,0.43
KARNIKA,117.0,116.5,0.43
HEALTHCARE,21.77,21.68,0.42
TEXRAIL,108.78,108.33,0.42
ADANIPOWER,209.0,208.12,0.42
DOMS,2260.6,2251.2,0.42
RPOWER,24.34,24.24,0.41
BBTC,1504.1,1498.0,0.41
SIL,17.09,17.02,0.41
SGBJUN30,14755.01,14694.4,0.41
SGBMAR31IV,14900.0,14838.89,0.41
HEALTHY,17.24,17.17,0.41
865IFL28,989.05,985.0,0.41
UFBL,807.6,804.3,0.41
5PAISA,367.55,366.1,0.4
ALKEM,5620.0,5597.5,0.4
KIRANVYPAR,198.36,197.57,0.4
SHARIABEES,475.8,473.9,0.4
MIDBANKADD,17.4,17.33,0.4
RHIM,412.8,411.15,0.4
GLENMARK,2279.1,2270.0,0.4
ASHIMASYN,18.19,18.12,0.39
SPANDANA,257.75,256.75,0.39
WAAREERTL,908.65,905.15,0.39
SUVIDHAA,2.59,2.58,0.39
MOHEALTH,52.1,51.9,0.39
PULZ,25.9,25.8,0.39
LODHA,1218.7,1214.0,0.39
IIFL,611.75,609.35,0.39
RADIANTCMS,38.99,38.84,0.39
VISHWARAJ,5.32,5.3,0.38
URBAN,145.35,144.8,0.38
SBIETFQLTY,229.0,228.14,0.38
ZUARI,227.55,226.69,0.38
HAPPSTMNDS,407.7,406.15,0.38
RAMKY,406.85,405.3,0.38
CANFINHOME,811.3,808.25,0.38
AVTNPL,71.86,71.59,0.38
JHS,7.83,7.8,0.38
KRISHNADEF,1181.4,1176.9,0.38
SMARTWORKS,486.8,485.0,0.37
BBOX,744.45,741.7,0.37
MOMIDMTM,64.81,64.57,0.37
MSUMI,41.16,41.01,0.37
DEFENCE,81.2,80.9,0.37
DLINKINDIA,444.95,443.3,0.37
KMEW,2528.4,2519.2,0.37
KAMDHENU,35.18,35.05,0.37
SGBSEP27,14800.0,14745.71,0.37
DPWIRES,167.03,166.43,0.36
880IREDA29,1118.0,1114.0,0.36
BAJAJ-AUTO,11662.0,11620.0,0.36
NEPHROPLUS,694.15,691.65,0.36
COMMOIETF,101.67,101.32,0.35
ALIVUS,1329.8,1325.2,0.35
SETF10GILT,266.9,266.0,0.34
CGPOWER,879.0,876.0,0.34
POLICYBZR,1604.5,1599.0,0.34
MOENERGY,38.84,38.71,0.34
DCM,82.49,82.21,0.34
SJS,2446.1,2437.7,0.34
BANSALWIRE,332.2,331.1,0.33
VALUEAXIS,33.59,33.48,0.33
NESTLEIND,1540.0,1535.0,0.33
DIVIDEND,36.52,36.4,0.33
GSEC10YEAR,30.65,30.55,0.33
INFRAIETF,97.67,97.35,0.33
HARSHA,426.4,425.0,0.33
EBGNG,525.65,523.9,0.33
ALPL30IETF,28.56,28.47,0.32
812REC27,1025.25,1022.0,0.32
667GS2050,92.8,92.5,0.32
898LTF29,1074.01,1070.55,0.32
NEPTUNE,186.0,185.4,0.32
GANESHBE,120.41,120.02,0.32
CUBEINVIT,158.85,158.35,0.32
GKSL,134.38,133.95,0.32
ZTECH,524.7,523.05,0.32
718GS2037,102.52,102.2,0.31
KIMS,811.1,808.6,0.31
POWERGRID,271.6,270.75,0.31
BIRLAPREC,35.05,34.94,0.31
PRADPME,515.2,513.6,0.31
SHUBHSHREE,345.0,343.95,0.31
METALIETF,13.27,13.23,0.3
CYIENT,857.5,854.9,0.3
JLHL,320.2,319.25,0.3
SGBJUN29II,14881.32,14836.46,0.3
975SCL28,998.99,996.0,0.3
SUPERHOUSE,159.5,159.02,0.3
RAJMET,3.35,3.34,0.3
KNACK,208.34,207.71,0.3
ARIS,132.42,132.03,0.3
NETF,268.32,267.52,0.3
SBIETFCON,125.64,125.27,0.3
GML,17.05,17.0,0.29
CONSUMIETF,126.13,125.77,0.29
SGBFEB28IX,14740.0,14698.0,0.29
TMB,875.95,873.4,0.29
SHIVAUM,421.0,419.8,0.29
NARMADA,13.89,13.85,0.29
JSL,734.65,732.5,0.29
MRIL,69.9,69.7,0.29
BANK10ADD,17.05,17.0,0.29
FLEXIADD,10.33,10.3,0.29
JYOTHYLAB,206.47,205.87,0.29
RBMINFRA,266.0,265.25,0.28
NV20BEES,142.88,142.48,0.28
PERSISTENT,5475.0,5459.5,0.28
GLOBUSSPR,906.3,903.75,0.28
BIGBLOC,46.85,46.72,0.28
AIRAN,15.09,15.05,0.27
GRMOVER,90.33,90.09,0.27
TCC,273.75,273.0,0.27
AMRUTANJAN,521.4,520.0,0.27
MOLDTKPAC,685.35,683.5,0.27
DALBHARAT,1827.4,1822.5,0.27
INDIGO,5333.0,5318.5,0.27
HDFCAMC,2545.0,2538.1,0.27
SGBAUG27,14730.0,14690.0,0.27
DHARMAJ,265.55,264.85,0.26
DELTAMAGNT,58.59,58.44,0.26
HALDER,261.44,260.77,0.26
JUSTDIAL,683.3,681.55,0.26
RANEHOLDIN,1766.2,1761.6,0.26
RAYMONDREL,690.0,688.2,0.26
GROWWN200,11.57,11.54,0.26
BPL,53.56,53.42,0.26
943ECL28,1004.9,1002.25,0.26
865TCAPS27,1092.25,1089.41,0.26
SYMPHONY,654.05,652.4,0.25
734GS2064,99.4,99.15,0.25
PRAKASHSTL,3.98,3.97,0.25
HDFCNIFTY,277.35,276.66,0.25
ULTRACEMCO,12105.0,12075.0,0.25
BAGMANE,107.38,107.11,0.25
CONSUMER,12.22,12.19,0.25
VALUE,16.48,16.44,0.24
ARENTERP,37.91,37.82,0.24
AMBICAAGAR,24.89,24.83,0.24
TIMKEN,3351.0,3343.1,0.24
UNITECH,4.15,4.14,0.24
LUXIND,1269.4,1266.4,0.24
GPPL,151.63,151.26,0.24
VOLTAMP,9965.0,9941.0,0.24
891NTPC33,1278.0,1275.0,0.24
SUBROS,828.7,826.7,0.24
KEC,478.85,477.7,0.24
RATNAVEER,206.1,205.61,0.24
SAHAJSOLAR,109.65,109.4,0.23
CCAVENUE,17.17,17.13,0.23
BAJAJHIND,17.57,17.53,0.23
RENUKA,22.17,22.12,0.23
METAL,13.3,13.27,0.23
GENCON,39.47,39.38,0.23
HOMEFIRST,1193.8,1191.1,0.23
SGBAUG29V,14823.5,14789.38,0.23
MARICO,862.0,860.0,0.23
OWAIS,91.85,91.65,0.22
LOYALTEX,215.0,214.53,0.22
SILKFLEX,201.65,201.2,0.22
1050ISFL28,1050.35,1048.0,0.22
ROSSTECH,1092.65,1090.2,0.22
EMULTIMQ,41.63,41.54,0.22
RNBDENIMS,9.06,9.04,0.22
PODDARMENT,257.45,256.9,0.21
TOP10ADD,89.46,89.27,0.21
MIDHANI,435.15,434.25,0.21
HNDFDS,576.2,575.0,0.21
781KL37,95.2,95.0,0.21
MIDSMALL,52.01,51.9,0.21
BALAJITELE,85.72,85.54,0.21
GREENLAM,273.7,273.15,0.2
LGBBROSLTD,1523.5,1520.4,0.2
MIDSELIETF,19.79,19.75,0.2
MIDQ50ADD,25.57,25.52,0.2
89IHFL29,982.0,980.0,0.2
SURANI,99.2,99.0,0.2
GLOBECIVIL,39.81,39.73,0.2
NEXT50IETF,78.67,78.51,0.2
ORIENTALTL,5.16,5.15,0.19
KRT,117.32,117.1,0.19
LALPATHLAB,1931.6,1928.0,0.19
738REC27TF,1068.5,1066.46,0.19
668GS2040,98.38,98.19,0.19
HAVELLS,1288.0,1285.5,0.19
ALLDIGI,810.35,808.8,0.19
