TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-08-07,2026-08-07,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,14690.0,14748.0,14540.0,14741.25,14730.0,14657.46,,14741.25,,,162,2371622.15,24,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,14536.2,14799.0,14536.2,14799.0,14799.0,14614.32,,14799.0,,,227,3325253.54,56,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,14616.33,14777.0,14550.0,14734.67,14750.0,14616.33,,14728.9,,,427,6277682.67,94,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,14700.0,14970.0,14700.0,14881.32,14850.0,14836.46,,14879.22,,,182,2692260.06,30,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,14648.0,14800.0,14574.76,14766.66,14760.0,14617.6,,14766.66,,,92,1352065.47,25,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,14676.25,14870.0,14656.0,14863.33,14860.0,14701.39,,14855.71,,,168,2479372.71,33,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,14680.0,14799.0,14612.01,14794.29,14799.0,14679.99,,14794.29,,,326,4792448.31,28,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,5960,IN0020180249,SGBOCT26,GB,,,,,2.50%GOLDBONDS2026SR-II,14725.0,14725.0,14725.0,14725.0,14725.0,14333.0,,14725.0,,,12,176700.0,3,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,6355,IN0020180314,SGBNOV26,GB,,,,,2.50%GOLDBONDS2026SR-III,14599.0,14777.0,14599.0,14777.0,14777.0,14599.0,,14777.0,,,82,1199955.2,8,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,7654,IN0020180389,SGBDEC26,GB,,,,,2.50%GOLDBONDS2026SR-IV,14590.0,14735.0,14590.0,14735.0,14735.0,14555.0,,14735.0,,,5,73382.0,4,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,10261,IN0020190073,SGBJUN27,GB,,,,,2.50%GOLDBONDS2027SR-I,14600.0,14899.0,14515.01,14899.0,14899.0,14650.0,,14899.0,,,77,1134419.13,18,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,11154,IN0020190081,SGBJUL27,GB,,,,,2.50%GOLDBONDS2027SR-II,14505.01,14798.99,14505.01,14798.99,14798.99,14599.0,,14798.99,,,50,732533.7,10,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,12904,IN0020190107,SGBAUG27,GB,,,,,2.50%GOLDBONDS2027SR-III,14700.0,14798.97,14700.0,14730.0,14730.0,14690.0,,14730.0,,,45,663507.66,22,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,13209,IN0020190115,SGBSEP27,GB,,,,,2.50%GOLDBONDS2027SR-IV,14700.0,14994.99,14700.0,14800.0,14800.0,14745.71,,14800.0,,,139,2053489.96,23,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,8308,IN0020180462,SGBJAN27,GB,,,,,2.50%GOLDBONDS2027SR-V,14500.0,14924.0,14500.0,14924.0,14924.0,14500.0,,14924.0,,,42,616024.0,6,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,13981,IN0020190370,SGBOCT27,GB,,,,,2.50%GOLDBONDS2027SR-V,14670.0,14920.02,14670.0,14920.02,14920.02,14650.0,,14920.02,,,15,221658.08,7,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,8766,IN0020180561,SGBFEB27,GB,,,,,2.50%GOLDBONDS2027SR-VI,14500.01,14689.0,14500.01,14689.0,14689.0,14399.0,,14579.51,,,2,29189.01,2,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,14252,IN0020190388,SGBOCT27VI,GB,,,,,2.50%GOLDBONDS2027SR-VI,14649.99,14800.0,14649.99,14799.87,14800.0,14649.99,,14799.87,,,179,2642238.39,18,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,15432,IN0020190461,SGBDC27VII,GB,,,,,2.50%GOLDBONDS2027SR-VII,14511.0,14750.0,14511.0,14750.0,14750.0,14750.0,,14750.0,,,17,249997.06,8,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,18862,IN0020200062,SGBAPR28I,GB,,,,,2.50%GOLDBONDS2028SR-I,14655.0,14799.0,14560.0,14795.06,14799.0,14697.55,,14800.68,,,136,2005805.85,36,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,18972,IN0020200088,SGBMAY28,GB,,,,,2.50%GOLDBONDS2028SR-II,14645.99,14799.0,14561.0,14777.2,14799.0,14604.79,,14777.2,,,354,5193781.67,49,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,22242,IN0020200146,SGBJUL28IV,GB,,,,,2.50%GOLDBONDS2028SR-IV,14699.99,14730.0,14526.03,14707.95,14700.22,14592.56,,14703.58,,,485,7108118.76,97,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,17664,IN0020190545,SGBFEB28IX,GB,,,,,2.50%GOLDBONDS2028SR-IX,14698.0,14740.0,14624.51,14740.0,14740.0,14698.0,,14740.0,,,25,366946.08,3,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,22385,IN0020200161,SGBAUG28V,GB,,,,,2.50%GOLDBONDS2028SR-V,14800.0,14815.0,14660.01,14789.82,14807.1,14694.58,,14789.82,,,400,5901027.02,115,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,149,IN0020200195,SGBSEP28VI,GB,,,,,2.50%GOLDBONDS2028SR-VI,14650.02,14850.0,14650.02,14850.0,14850.0,14734.55,,14850.0,,,586,8676285.64,58,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,834,IN0020200203,SGBOC28VII,GB,,,,,2.50%GOLDBONDS2028SR-VII,14660.0,14775.0,14652.01,14766.77,14775.0,14612.0,,14766.77,,,27,397469.03,11,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,17110,IN0020190537,SGBJ28VIII,GB,,,,,2.50%GOLDBONDS2028SR-VIII,14749.99,14749.99,14454.0,14660.0,14660.0,14698.99,,14660.0,,,166,2419104.97,12,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,18451,IN0020190552,SGBMAR28X,GB,,,,,2.50%GOLDBONDS2028SR-X,14700.0,14850.0,14700.0,14849.98,14850.0,14730.0,,14849.98,,,234,3458129.57,11,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,5113,IN0020210111,SGBJUL29IV,GB,,,,,2.50%GOLDBONDS2029SR-IV,14550.0,14770.0,14550.0,14735.25,14759.99,14620.0,,14680.18,,,964,14086404.53,71,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,1920,IN0020200377,SGBJAN29IX,GB,,,,,2.50%GOLDBONDS2029SR-IX,14555.0,14750.0,14555.0,14704.28,14750.0,14601.99,,14704.28,,,122,1785248.67,20,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,5455,IN0020210129,SGBAUG29V,GB,,,,,2.50%GOLDBONDS2029SR-V,14800.0,14874.0,14626.01,14823.5,14830.0,14789.38,,14817.37,,,64,944525.89,32,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,7098,IN0020210228,SGBD29VIII,GB,,,,,2.50%GOLDBONDS2029SR-VIII,14700.0,14830.0,14610.0,14811.05,14830.0,14661.84,,14813.17,,,100,1472602.23,48,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,2003,IN0020200385,SGBJAN29X,GB,,,,,2.50%GOLDBONDS2029SR-X,14600.0,14799.0,14512.01,14799.0,14799.0,14617.5,,14799.0,,,10,146136.06,5,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,2200,IN0020200393,SGBFEB29XI,GB,,,,,2.50%GOLDBONDS2029SR-XI,14700.0,14798.99,14620.0,14650.01,14650.01,14679.16,,14650.01,,,56,822336.72,17,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,2810,IN0020200427,SGBMR29XII,GB,,,,,2.50%GOLDBONDS2029SR-XII,14670.0,14850.0,14670.0,14840.0,14850.0,14716.5,,14840.0,,,235,3473019.44,33,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,10232,IN0020220045,SGBJUN30,GB,,,,,2.50%GOLDBONDS2030SR-I,14850.0,14850.0,14700.0,14755.01,14755.01,14694.4,,14755.01,,,74,1092423.04,27,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,11192,IN0020220078,SGBAUG30,GB,,,,,2.50%GOLDBONDS2030SR-II,14740.0,14880.0,14686.0,14867.88,14869.0,14728.17,,14867.88,,,179,2644919.09,64,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,13642,IN0020220110,SGBDE30III,GB,,,,,2.50%GOLDBONDS2030SR-III,14756.99,14887.0,14656.37,14842.46,14801.06,14757.55,,14842.46,,,101,1496010.65,35,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,7879,IN0020210236,SGBJAN30IX,GB,,,,,2.50%GOLDBONDS2030SR-IX,14680.0,14871.92,14650.0,14803.03,14803.0,14641.0,,14803.03,,,290,4279867.98,42,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,8401,IN0020210319,SGBMAR30X,GB,,,,,2.50%GOLDBONDS2030SR-X,14740.0,14844.97,14640.0,14755.01,14755.01,14660.34,,14755.01,,,33,486011.84,17,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,17202,IN0020230069,SGBJUN31I,GB,,,,,2.50%GOLDBONDS2031SR-I,14756.2,14928.99,14756.2,14878.8,14889.97,14815.09,,14867.09,,,1744,25858280.88,185,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,19456,IN0020230093,SGBSEP31II,GB,,,,,2.50%GOLDBONDS2031SR-II,14866.0,14978.2,14821.01,14941.96,14969.98,14874.69,,14942.64,,,1152,17162523.69,279,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,22476,IN0020230168,SGBDE31III,GB,,,,,2.50%GOLDBONDS2031SR-III,15099.4,15099.4,14950.0,15051.08,15049.99,15024.28,,15050.9,,,1368,20586037.08,246,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,14598,IN0020220169,SGBMAR31IV,GB,,,,,2.50%GOLDBONDS2031SR-IV,14850.0,14900.0,14801.0,14900.0,14900.0,14838.89,,14898.89,,,210,3125891.72,72,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,22886,IN0020230184,SGBFEB32IV,GB,,,,,2.50%GOLDBONDS2032SR-IV,15010.0,15159.99,15010.0,15111.47,15119.98,15121.34,,15111.37,,,3172,47926385.9,329,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,16921,INE144J01027,20MICRONS,EQ,,,,,20 MICRONS LTD,191.71,193.59,187.9,189.07,187.9,191.71,,189.08,,,126589,24141315.92,2798,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,4,INE253B01015,21STCENMGM,EQ,,,,,21ST CENTURY MGMT SERVICE,44.0,44.0,43.07,43.58,43.7,43.3,,43.58,,,7409,324214.61,89,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,13061,INE466L01038,360ONE,EQ,,,,,360 ONE WAM LIMITED,1185.6,1192.8,1151.0,1168.1,1168.1,1186.0,,1168.09,,,1707560,2004353941.6,57598,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,30105,INF579M01BB5,GOLD360,EQ,,,,,360ONEAMC - GOLD360,144.4,145.9,143.05,145.5,145.55,144.05,,145.49,,,47600,6899625.85,329,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,763602,INF579M01BP5,MSCI360,EQ,,,,,360ONEAMC - MSCI360,10.35,10.36,10.34,10.35,10.35,10.35,,10.35,,,269,2784.46,12,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,756150,INF579M01BC3,SILVER360,EQ,,,,,360ONEAMC - SILVER360,221.98,238.99,220.85,229.16,226.02,220.44,,229.15,,,39539,8888775.1,923,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,762518,INE994E01018,3BBLACKBIO,EQ,,,,,3B BLACKBIO DX LTD.,1193.0,1224.5,1193.0,1207.7,1216.2,1205.9,,1207.76,,,1984,2395452.4,298,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,6232,INE748C01038,3IINFOLTD,EQ,,,,,3I INFOTECH LIMITED,25.33,25.94,25.2,25.79,25.65,25.5,,25.78,,,1181251,30319269.35,3551,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,474,INE470A01017,3MINDIA,EQ,,,,,3M INDIA LIMITED,35940.0,36270.0,35870.0,36035.0,35925.0,36000.0,,36034.27,,,3976,143330285.0,1288,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,2595,INE105C01023,3PLAND,EQ,,,,,3P LAND HOLDINGS LIMITED,32.12,32.5,31.9,32.12,32.2,32.1,,32.12,,,1519,48948.13,34,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,445,INE618L01018,5PAISA,EQ,,,,,5PAISA CAPITAL LIMITED,372.4,372.4,364.45,367.55,366.95,366.1,,367.53,,,22993,8465845.8,1353,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,11868,INE111B01023,63MOONS,EQ,,,,,63 MOONS TECHNOLOGIES LTD,856.8,889.8,847.15,857.75,858.5,858.2,,857.71,,,473840,411712532.9,15237,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,29323,INE053F07579,734IRFC28,N4,,,,,7.34 NCD 19FEB28 TR1 SR2,1086.0,1086.01,1086.0,1086.0,1086.0,1085.0,,1086.25,,,6000,6516002.0,7,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,19926,INE020B07JU4,743REC35,NH,,,,,7.43% TAX FREE TRI SR3B,1182.25,1182.25,1182.25,1182.25,1182.25,1200.0,,1182.25,,,214,253001.5,1,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,29312,INE031A07865,751HUDCO28,N5,,,,,7.51 NCD 16FEB28 TR1 SR2,1063.03,1063.23,1063.02,1063.2,1063.2,1062.43,,1063.2,,,2400,2551439.5,5,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,20034,INE261F07032,764NABAR31,N2,,,,,7.64% TAX FREE TRI SRIIB,1109.01,1110.0,1107.15,1110.0,1110.0,1110.81,,1110.0,,,974,1079773.64,20,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,19928,INE031A07AO5,764HUDCO31,N8,,,,,7.64% TAX FREETRI SR2B,1127.52,1127.52,1127.52,1127.52,1127.52,1116.07,,1126.03,,,1,1127.52,1,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,19930,INE031A07AT4,769HUDCO31,N9,,,,,7.69% TAX FREETRII SR2B,1131.0,1132.0,1131.0,1132.0,1132.0,1129.97,,1132.0,,,505,571399.0,4,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,19924,INE020B07GH7,812REC27,NI,,,,,8.12/8.32% TAX FREE NCD,1024.0,1025.25,1024.0,1025.25,1025.25,1022.0,,1025.25,,,201,205825.25,5,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,31240,INE031A07840,82HUDCO27,N2,,,,,8.20 NCD05MAR27 FV 1000,1043.1,1050.0,1043.1,1050.0,1050.0,1049.0,,1050.0,,,1089,1142070.0,10,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,20022,INE134E07208,830PFCL27,N5,,,,,8.30% TAX FREE NCD,1076.51,1089.42,1076.51,1089.41,1089.42,1071.62,,1138.36,,,22,23709.02,3,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,31760,INE733E07JF7,848NTPC28,N2,,,,,8.48%S-R-NCD SERIES 2A,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,,1152.0,,,100,115200.0,1,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,19964,INE031A07915,851HUDCO28,NB,,,,,8.51% TAX FREETRI SR2A,1127.0,1127.05,1127.0,1127.05,1127.05,1125.01,,1127.5,,,125,140876.25,2,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,20056,INE787H07347,866IIFC34B,N3,,,,,8.66% TAX FREE NCD,1252.0,1252.0,1252.0,1252.0,1252.0,1240.0,,1252.0,,,130,162760.0,1,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,20026,INE134E07455,867PFCL33,N7,,,,,8.67% TAX FREE NCD,1257.01,1262.0,1257.01,1261.21,1261.21,1255.05,,1265.61,,,2600,3275064.0,5,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,192,INE906B07DF8,875NHAI29,N6,,,,,8.75% TAX FREE TR I S IIB,1120.0,1120.05,1112.0,1112.0,1112.0,1120.0,,1112.0,,,1128,1261484.25,16,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,19968,INE031A07949,876HUDCO28,ND,,,,,8.76% TAX FREETRI SR2B,1142.0,1142.0,1136.0,1141.5,1141.5,1140.5,,1141.5,,,604,687609.0,7,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,20058,INE787H07370,891IIFCL34,N4,,,,,8.91% TAX FREE NCD,1258.99,1258.99,1258.99,1258.99,1258.99,1269.0,,1258.99,,,5,6294.95,2,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,31768,INE733E07JJ9,891NTPC33,N6,,,,,8.91%S-R-NCD SERIES 3B,1278.0,1280.0,1278.0,1278.0,1278.0,1275.0,,1278.0,,,130,166340.0,9,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,31487,INE848E07567,892NHPC33,N6,,,,,8.92% SEC RED BOND S3B,1260.0,1260.0,1260.0,1260.0,1260.0,1267.0,,1260.0,,,400,504000.0,5,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,20028,INE134E07463,892PFCL33,N8,,,,,8.92% TAX FREE NCD,1280.0,1280.0,1276.0,1278.49,1278.99,1281.0,,1278.49,,,170,217419.0,5,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,19970,INE031A07AB2,901HUDCO34,NE,,,,,9.01% TAX FREETRII SR3B,1290.0,1290.0,1289.0,1289.0,1289.0,1290.0,,1289.0,,,201,259289.0,3,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,759130,INE08PH01015,ABCOTS,EQ,,,,,A B COTSPIN INDIA LIMITED,201.9,201.9,197.0,198.71,200.8,200.87,,198.71,,,10218,2046438.46,227,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,27020,INE00YB01025,ABINFRA,EQ,,,,,A B INFRABUILD LIMITED,10.01,10.16,9.9,9.96,9.96,10.01,,9.96,,,255072,2543210.13,557,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,762528,INE850B01026,ABMKNO,EQ,,,,,A B M KNOWLEDGEWARE LTD.,191.0,191.0,185.0,186.21,189.88,190.87,,186.18,,,1192,223787.17,42,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,762533,INE366C01021,ACSTECH,EQ,,,,,A C S TECHNOLOGIES LTD.,46.21,47.0,44.5,46.0,45.99,45.97,,46.03,,,328712,14889160.02,1346,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,15147,INE0O6N01012,AGUL,SM,,,,,A G UNIVERSAL LIMITED,56.45,56.45,56.45,56.45,56.45,59.35,,56.45,,,2000,112900.0,1,F1,2000,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,762538,INE701G01012,AKCAPIT,EQ,,,,,A K CAPITAL SERVICES LTD.,1713.8,1739.9,1700.0,1720.7,1720.0,1690.3,,1720.8,,,1753,3020285.9,353,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,20906,INE619I01012,A2ZINFRA,EQ,,,,,A2Z INFRA ENGINEERING LTD,17.0,17.5,16.73,17.39,17.38,16.73,,17.35,,,443981,7680596.98,626,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,12533,INE0D0U01013,AAATECH,EQ,,,,,AAA TECHNOLOGIES LIMITED,93.12,95.2,90.62,91.95,92.2,93.12,,91.95,,,64491,6050819.2,240,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,23729,INE883F01010,AADHARHFC,EQ,,,,,AADHAR HOUSING FINANCE L,515.4,516.8,502.0,506.4,502.0,514.9,,506.41,,,271851,138093316.15,18790,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,757579,INE1GYP01013,AAKAAR,SM,,,,,AAKAAR MEDICAL TECHNO LTD,64.1,64.1,60.5,60.5,60.5,63.65,,60.5,,,14400,877360.0,9,F1,1600,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,235,INE087Z01024,AAKASH,EQ,,,,,AAKASH EXPLORATION SER L,9.0,9.07,8.97,8.99,9.02,8.99,,8.99,,,55441,499734.62,276,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,758120,INE124401014,AARADHYA,SM,,,,,AARADHYA DISPOSAL INDUS L,73.5,73.5,72.0,72.0,72.0,73.5,,72.0,,,4800,347400.0,4,F1,1200,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,5248,INE198H01019,AAREYDRUGS,BE,,,,,AAREY DRUGS & PHARM LTD,81.45,83.71,80.0,81.47,82.65,81.8,,81.39,,,7631,619976.08,65,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,761821,INE750R01016,AARNAV,EQ,,,,,AARNAV FASHIONS LIMITED,32.5,32.5,30.38,30.82,30.6,30.86,,30.76,,,76907,2395791.21,1087,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,1030,INE721Z01010,AARON,EQ,,,,,AARON INDUSTRIES LIMITED,133.0,134.99,132.0,134.24,134.86,134.57,,134.24,,,7072,947630.83,235,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,17164,INE01C001026,AARTECH,BE,,,,,AARTECH SOLONICS LIMITED,46.3,47.49,45.55,47.0,47.0,47.25,,46.84,,,15596,725021.1,115,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,4481,INE767A01016,AARTIDRUGS,EQ,,,,,AARTI DRUGS LTD.,411.0,418.15,409.85,416.2,418.15,410.85,,416.21,,,90024,37330432.6,3679,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,7,INE769A01020,AARTIIND,EQ,,,,,AARTI INDUSTRIES LTD,500.0,510.0,496.55,502.1,500.6,501.2,,502.09,,,1422279,718669981.1,33459,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,13868,INE0LRU01027,AARTIPHARM,EQ,,,,,AARTI PHARMALABS LIMITED,691.0,706.0,683.0,685.85,684.2,692.25,,685.77,,,179726,124655644.65,13762,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,19233,INE09EO01013,AARTISURF,EQ,,,,,AARTI SURFACTANTS LIMITED,545.0,549.95,526.5,535.95,547.4,551.35,,535.79,,,30784,16535079.9,1072,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,19073,INE754X01016,AARVI,EQ,,,,,AARVI ENCON LIMITED,154.79,157.79,152.5,153.71,152.6,155.87,,153.61,,,20116,3111389.53,534,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,763800,INE2FMX01012,AASTHA,EQ,,,,,AASTHA SPINTEX LIMITED,78.41,82.7,74.6,74.6,74.6,82.88,,74.6,,,6003229,455404519.58,25371,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,16961,INE0OB201016,AATMAJ,SM,,,,,AATMAJ HEALTHCARE LIMITED,19.0,19.0,18.8,18.8,18.8,19.95,,18.8,,,6000,113300.0,3,F1,2000,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,5385,INE216P01012,AAVAS,EQ,,,,,AAVAS FINANCIERS LIMITED,1365.0,1396.3,1354.1,1371.5,1366.6,1376.3,,1371.24,,,64072,87925505.0,11385,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,7759,INE421A01028,ABAN,BE,,,,,ABAN OFFSHORE LTD.,19.0,20.11,19.0,19.99,20.1,19.16,,19.91,,,277730,5551658.36,970,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,762526,INE365O01028,ABANSENT,BE,,,,,ABANS ENTERPRISES LTD.,26.61,26.61,25.3,25.99,25.99,26.48,,26.33,,,3624,92331.22,22,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,13288,INE00ZE01026,AFSL,EQ,,,,,ABANS FINANCIAL SRVCS LTD,201.25,202.9,201.01,201.04,201.01,201.25,,201.04,,,5864,1181286.03,70,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,13,INE117A01022,ABB,EQ,,,,,ABB INDIA LIMITED,7657.5,7670.0,7580.0,7600.0,7600.0,7735.0,,7600.0,,,179322,1364758642.5,20083,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,17903,INE358A01014,ABBOTINDIA,EQ,,,,,ABBOTT INDIA LIMITED,27855.0,27975.0,27600.0,27835.0,27810.0,27855.0,,27832.44,,,7629,211803580.0,4396,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,755941,INE860H07IQ0,8ABCL26,N2,,,,,ABCL 8% SR I,1063.0,1063.0,1063.0,1063.0,1063.0,1063.0,,1063.0,,,69,73347.0,5,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,4626,INE0CAJ01017,AILIMITED,SM,,,,,ABHISHEK INTEGRATIONS LTD,35.85,35.85,35.85,35.85,35.85,35.85,,35.85,,,1500,53775.0,1,F1,1500,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,5549,INE251C01025,ABMINTLLTD,EQ,,,,,ABM INTERNATIONAL LTD,44.78,44.78,41.36,41.61,41.36,41.41,,41.61,,,1268,54315.14,29,F1,1,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,23786,INE0QRV01016,ABSMARINE,ST,,,,,ABS MARINE SERVICES LTD,223.6,223.95,217.2,219.05,219.0,223.6,,219.05,,,24500,5401800.0,47,F1,500,,,,,
2026-08-07,2026-08-07,CM,NSE,STK,22,INE012A01025,ACC,EQ,,,,,ACC LIMITED,1370.0,1373.9,1360.0,1362.8,1366.5,1378.4,,1362.85,,,160343,219131368.2,14381,F1,1,,,,,
